source,relative_path,classification,available,size_bytes,modified,priority,potential_use
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/jwt/exceptions.py,codigo,True,2375,2026-07-13T13:57:34,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/jwt/help.py,codigo,True,1784,2026-07-13T13:57:34,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/jwt/jwks_client.py,codigo,True,9374,2026-07-13T13:57:34,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/jwt/jwk_set_cache.py,codigo,True,961,2026-07-13T13:57:34,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/jwt/py.typed,no relevante,True,0,2026-07-13T13:57:34,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/jwt/types.py,codigo,True,3174,2026-07-13T13:57:34,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/jwt/utils.py,codigo,True,3640,2026-07-13T13:57:34,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/jwt/warnings.py,codigo,True,330,2026-07-13T13:57:34,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/jwt/__init__.py,codigo,True,1805,2026-07-13T13:57:34,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/markdown_it/main.py,codigo,True,12759,2026-07-13T13:57:43,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/markdown_it/parser_block.py,codigo,True,3939,2026-07-13T13:57:43,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/markdown_it/parser_core.py,codigo,True,1016,2026-07-13T13:57:43,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/markdown_it/parser_inline.py,codigo,True,7283,2026-07-13T13:57:43,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/markdown_it/port.yaml,documentacion,True,2447,2026-07-13T13:57:43,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/markdown_it/py.typed,no relevante,True,26,2026-07-13T13:57:43,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/markdown_it/renderer.py,codigo,True,10628,2026-07-13T13:57:43,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/markdown_it/ruler.py,codigo,True,9142,2026-07-13T13:57:43,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/markdown_it/token.py,codigo,True,6381,2026-07-13T13:57:43,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/markdown_it/tree.py,codigo,True,11110,2026-07-13T13:57:43,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/markdown_it/utils.py,codigo,True,6142,2026-07-13T13:57:43,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/markdown_it/_compat.py,codigo,True,35,2026-07-13T13:57:43,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/markdown_it/_punycode.py,codigo,True,2373,2026-07-13T13:57:43,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/markdown_it/__init__.py,codigo,True,114,2026-07-13T13:57:43,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/markdown_it/cli/parse.py,codigo,True,3362,2026-07-13T13:57:43,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/markdown_it/cli/__init__.py,codigo,True,0,2026-07-13T13:57:43,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/markdown_it/common/entities.py,codigo,True,157,2026-07-13T13:57:43,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/markdown_it/common/html_blocks.py,codigo,True,986,2026-07-13T13:57:43,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/markdown_it/common/html_re.py,codigo,True,926,2026-07-13T13:57:43,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/markdown_it/common/normalize_url.py,codigo,True,2568,2026-07-13T13:57:43,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/markdown_it/common/utils.py,codigo,True,8734,2026-07-13T13:57:43,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/markdown_it/common/__init__.py,codigo,True,0,2026-07-13T13:57:43,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/markdown_it/helpers/parse_link_destination.py,codigo,True,1906,2026-07-13T13:57:43,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/markdown_it/helpers/parse_link_label.py,codigo,True,1037,2026-07-13T13:57:43,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/markdown_it/helpers/parse_link_title.py,codigo,True,2273,2026-07-13T13:57:43,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/markdown_it/helpers/__init__.py,codigo,True,253,2026-07-13T13:57:43,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/markdown_it/presets/commonmark.py,codigo,True,2869,2026-07-13T13:57:43,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/markdown_it/presets/default.py,codigo,True,1811,2026-07-13T13:57:43,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/markdown_it/presets/zero.py,codigo,True,2113,2026-07-13T13:57:43,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/markdown_it/presets/__init__.py,codigo,True,1583,2026-07-13T13:57:43,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/markdown_it/rules_block/blockquote.py,codigo,True,11506,2026-07-13T13:57:43,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/markdown_it/rules_block/code.py,codigo,True,860,2026-07-13T13:57:43,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/markdown_it/rules_block/fence.py,codigo,True,4784,2026-07-13T13:57:43,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/markdown_it/rules_block/heading.py,codigo,True,1745,2026-07-13T13:57:43,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/markdown_it/rules_block/hr.py,codigo,True,1227,2026-07-13T13:57:43,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/markdown_it/rules_block/html_block.py,codigo,True,2721,2026-07-13T13:57:43,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/markdown_it/rules_block/lheading.py,codigo,True,2625,2026-07-13T13:57:43,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/markdown_it/rules_block/list.py,codigo,True,12039,2026-07-13T13:57:43,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/markdown_it/rules_block/paragraph.py,codigo,True,1819,2026-07-13T13:57:43,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/markdown_it/rules_block/reference.py,codigo,True,6983,2026-07-13T13:57:43,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/markdown_it/rules_block/state_block.py,codigo,True,8422,2026-07-13T13:57:43,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/markdown_it/rules_block/table.py,codigo,True,7682,2026-07-13T13:57:43,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/markdown_it/rules_block/__init__.py,codigo,True,593,2026-07-13T13:57:43,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/markdown_it/rules_core/block.py,codigo,True,372,2026-07-13T13:57:43,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/markdown_it/rules_core/inline.py,codigo,True,325,2026-07-13T13:57:43,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/markdown_it/rules_core/linkify.py,codigo,True,5141,2026-07-13T13:57:43,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/markdown_it/rules_core/normalize.py,codigo,True,403,2026-07-13T13:57:43,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/markdown_it/rules_core/replacements.py,codigo,True,3471,2026-07-13T13:57:43,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/markdown_it/rules_core/smartquotes.py,codigo,True,7443,2026-07-13T13:57:43,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/markdown_it/rules_core/state_core.py,codigo,True,570,2026-07-13T13:57:43,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/markdown_it/rules_core/text_join.py,codigo,True,1998,2026-07-13T13:57:43,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/markdown_it/rules_core/__init__.py,codigo,True,394,2026-07-13T13:57:43,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/markdown_it/rules_inline/autolink.py,codigo,True,2065,2026-07-13T13:57:43,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/markdown_it/rules_inline/backticks.py,codigo,True,2037,2026-07-13T13:57:43,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/markdown_it/rules_inline/balance_pairs.py,codigo,True,4852,2026-07-13T13:57:43,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/markdown_it/rules_inline/emphasis.py,codigo,True,3123,2026-07-13T13:57:43,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/markdown_it/rules_inline/entity.py,codigo,True,1651,2026-07-13T13:57:43,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/markdown_it/rules_inline/escape.py,codigo,True,1659,2026-07-13T13:57:43,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/markdown_it/rules_inline/fragments_join.py,codigo,True,1984,2026-07-13T13:57:43,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/markdown_it/rules_inline/html_inline.py,codigo,True,1130,2026-07-13T13:57:43,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/markdown_it/rules_inline/image.py,codigo,True,4141,2026-07-13T13:57:43,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/markdown_it/rules_inline/link.py,codigo,True,4258,2026-07-13T13:57:43,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/markdown_it/rules_inline/linkify.py,codigo,True,1706,2026-07-13T13:57:43,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/markdown_it/rules_inline/newline.py,codigo,True,1297,2026-07-13T13:57:43,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/markdown_it/rules_inline/state_inline.py,codigo,True,4993,2026-07-13T13:57:43,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/markdown_it/rules_inline/strikethrough.py,codigo,True,5171,2026-07-13T13:57:43,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/markdown_it/rules_inline/text.py,codigo,True,559,2026-07-13T13:57:43,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/markdown_it/rules_inline/__init__.py,codigo,True,696,2026-07-13T13:57:43,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/markdown_it_py-4.2.0.dist-info/entry_points.txt,documentacion,True,58,2026-07-13T13:57:43,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/markdown_it_py-4.2.0.dist-info/INSTALLER,no relevante,True,4,2026-07-13T13:57:43,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/markdown_it_py-4.2.0.dist-info/METADATA,no relevante,True,7410,2026-07-13T13:57:43,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/markdown_it_py-4.2.0.dist-info/RECORD,no relevante,True,10855,2026-07-13T13:57:43,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/markdown_it_py-4.2.0.dist-info/WHEEL,no relevante,True,82,2026-07-13T13:57:43,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/markdown_it_py-4.2.0.dist-info/licenses/LICENSE,no relevante,True,1078,2026-07-13T13:57:43,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/markdown_it_py-4.2.0.dist-info/licenses/LICENSE.markdown-it,no relevante,True,1073,2026-07-13T13:57:43,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/mcp/py.typed,no relevante,True,0,2026-07-13T13:57:48,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/mcp/types.py,codigo,True,64908,2026-07-13T13:57:48,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/mcp/__init__.py,codigo,True,3224,2026-07-13T13:57:48,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/mcp/cli/claude.py,codigo,True,5086,2026-07-13T13:57:48,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/mcp/cli/cli.py,codigo,True,15179,2026-07-13T13:57:48,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/mcp/cli/__init__.py,codigo,True,107,2026-07-13T13:57:48,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/mcp/client/session.py,codigo,True,24633,2026-07-13T13:57:48,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/mcp/client/session_group.py,codigo,True,17423,2026-07-13T13:57:48,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/mcp/client/sse.py,codigo,True,8224,2026-07-13T13:57:48,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/mcp/client/streamable_http.py,codigo,True,28324,2026-07-13T13:57:48,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/mcp/client/websocket.py,codigo,True,3911,2026-07-13T13:57:48,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/mcp/client/__init__.py,codigo,True,0,2026-07-13T13:57:48,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/mcp/client/__main__.py,codigo,True,2588,2026-07-13T13:57:48,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/mcp/client/auth/exceptions.py,codigo,True,264,2026-07-13T13:57:48,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/mcp/client/auth/oauth2.py,codigo,True,28394,2026-07-13T13:57:48,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/mcp/client/auth/utils.py,codigo,True,12069,2026-07-13T13:57:48,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/mcp/client/auth/__init__.py,codigo,True,488,2026-07-13T13:57:48,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/mcp/client/auth/extensions/client_credentials.py,codigo,True,20897,2026-07-13T13:57:48,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/mcp/client/auth/extensions/__init__.py,codigo,True,0,2026-07-13T13:57:48,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/mcp/client/experimental/tasks.py,codigo,True,7055,2026-07-13T13:57:48,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/mcp/client/experimental/task_handlers.py,codigo,True,10791,2026-07-13T13:57:48,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/mcp/client/experimental/__init__.py,codigo,True,219,2026-07-13T13:57:48,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/mcp/client/stdio/__init__.py,codigo,True,9403,2026-07-13T13:57:48,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/mcp/os/__init__.py,codigo,True,43,2026-07-13T13:57:48,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/mcp/os/posix/utilities.py,codigo,True,1930,2026-07-13T13:57:48,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/mcp/os/posix/__init__.py,codigo,True,40,2026-07-13T13:57:48,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/mcp/os/win32/utilities.py,codigo,True,10808,2026-07-13T13:57:48,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/mcp/os/win32/__init__.py,codigo,True,42,2026-07-13T13:57:48,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/mcp/server/elicitation.py,codigo,True,6917,2026-07-13T13:57:48,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/mcp/server/models.py,codigo,True,422,2026-07-13T13:57:48,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/mcp/server/session.py,codigo,True,28148,2026-07-13T13:57:48,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/mcp/server/sse.py,codigo,True,12326,2026-07-13T13:57:48,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/mcp/server/stdio.py,codigo,True,3356,2026-07-13T13:57:48,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/mcp/server/streamable_http.py,codigo,True,47909,2026-07-13T13:57:48,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/mcp/server/streamable_http_manager.py,codigo,True,15595,2026-07-13T13:57:48,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/mcp/server/transport_security.py,codigo,True,4952,2026-07-13T13:57:48,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/mcp/server/validation.py,codigo,True,3633,2026-07-13T13:57:48,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/mcp/server/websocket.py,codigo,True,3531,2026-07-13T13:57:48,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/mcp/server/__init__.py,codigo,True,202,2026-07-13T13:57:48,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/mcp/server/__main__.py,codigo,True,1328,2026-07-13T13:57:48,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/mcp/server/auth/errors.py,codigo,True,224,2026-07-13T13:57:48,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/mcp/server/auth/json_response.py,codigo,True,377,2026-07-13T13:57:48,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/mcp/server/auth/provider.py,codigo,True,10199,2026-07-13T13:57:48,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/mcp/server/auth/routes.py,codigo,True,9131,2026-07-13T13:57:48,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/mcp/server/auth/settings.py,codigo,True,1031,2026-07-13T13:57:48,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/mcp/server/auth/__init__.py,codigo,True,51,2026-07-13T13:57:48,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/mcp/server/auth/handlers/authorize.py,codigo,True,9728,2026-07-13T13:57:48,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/mcp/server/auth/handlers/metadata.py,codigo,True,853,2026-07-13T13:57:48,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/mcp/server/auth/handlers/register.py,codigo,True,5928,2026-07-13T13:57:48,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/mcp/server/auth/handlers/revoke.py,codigo,True,3113,2026-07-13T13:57:48,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/mcp/server/auth/handlers/token.py,codigo,True,10223,2026-07-13T13:57:48,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/mcp/server/auth/handlers/__init__.py,codigo,True,58,2026-07-13T13:57:48,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/mcp/server/auth/middleware/auth_context.py,codigo,True,1696,2026-07-13T13:57:48,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/mcp/server/auth/middleware/bearer_auth.py,codigo,True,5276,2026-07-13T13:57:48,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/mcp/server/auth/middleware/client_auth.py,codigo,True,4723,2026-07-13T13:57:48,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/mcp/server/auth/middleware/__init__.py,codigo,True,42,2026-07-13T13:57:48,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/mcp/server/experimental/request_context.py,codigo,True,10387,2026-07-13T13:57:48,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/mcp/server/experimental/session_features.py,codigo,True,8301,2026-07-13T13:57:48,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/mcp/server/experimental/task_context.py,codigo,True,23159,2026-07-13T13:57:48,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/mcp/server/experimental/task_result_handler.py,codigo,True,8790,2026-07-13T13:57:48,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/mcp/server/experimental/task_scope.py,codigo,True,2894,2026-07-13T13:57:48,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/mcp/server/experimental/task_support.py,codigo,True,4538,2026-07-13T13:57:48,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/mcp/server/experimental/__init__.py,codigo,True,440,2026-07-13T13:57:48,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/mcp/server/fastmcp/exceptions.py,codigo,True,435,2026-07-13T13:57:48,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/mcp/server/fastmcp/server.py,codigo,True,52923,2026-07-13T13:57:48,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/mcp/server/fastmcp/__init__.py,codigo,True,297,2026-07-13T13:57:48,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/mcp/server/fastmcp/prompts/base.py,codigo,True,7088,2026-07-13T13:57:48,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/mcp/server/fastmcp/prompts/manager.py,codigo,True,1835,2026-07-13T13:57:48,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/mcp/server/fastmcp/prompts/__init__.py,codigo,True,99,2026-07-13T13:57:48,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/mcp/server/fastmcp/resources/base.py,codigo,True,1852,2026-07-13T13:57:48,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/mcp/server/fastmcp/resources/resource_manager.py,codigo,True,4007,2026-07-13T13:57:48,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/mcp/server/fastmcp/resources/templates.py,codigo,True,4947,2026-07-13T13:57:48,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/mcp/server/fastmcp/resources/types.py,codigo,True,7214,2026-07-13T13:57:48,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/mcp/server/fastmcp/resources/__init__.py,codigo,True,464,2026-07-13T13:57:48,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/mcp/server/fastmcp/tools/base.py,codigo,True,4740,2026-07-13T13:57:48,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/mcp/server/fastmcp/tools/tool_manager.py,codigo,True,2972,2026-07-13T13:57:48,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/mcp/server/fastmcp/tools/__init__.py,codigo,True,96,2026-07-13T13:57:48,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/mcp/server/fastmcp/utilities/context_injection.py,codigo,True,2048,2026-07-13T13:57:48,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/mcp/server/fastmcp/utilities/func_metadata.py,codigo,True,22370,2026-07-13T13:57:48,False,referencia/no prioritario
sddp_previous,tools/mcp_sddp/.venv_mcp/Lib/site-packages/mcp/server/fastmcp/utilities/logging.py,codigo,True,1063,2026-07-13T13:57:48,False,referencia/no prioritario
