target,severity,issue,Date,Hour,code,DispoReal_MW,DispoCome_MW,DispoDeclarada_MW,CapEfecNeta_MW,declared_gt_capacity,real_gt_capacity,commercial_gt_capacity,abs_declared_real_diff_mw,abs_declared_commercial_diff_mw,abs_real_commercial_diff_mw,has_any_availability,resource_without_capacity
disponibilidades,WARNING,inconsistencia fisica o capacidad faltante,2026-06-07,Hour02,TYP1,8.0,18.08952,8.0,8.0,False,False,True,0.0,10.08952,10.08952,True,False
disponibilidades,WARNING,inconsistencia fisica o capacidad faltante,2026-06-07,Hour03,TYP1,8.0,9.06195,8.0,8.0,False,False,True,0.0,1.0619499999999995,1.0619499999999995,True,False
disponibilidades,WARNING,inconsistencia fisica o capacidad faltante,2026-06-07,Hour04,TYP1,8.0,8.41975,8.0,8.0,False,False,True,0.0,0.4197500000000005,0.4197500000000005,True,False
disponibilidades,WARNING,inconsistencia fisica o capacidad faltante,2026-06-07,Hour05,TYP1,8.0,8.42981,8.0,8.0,False,False,True,0.0,0.4298099999999998,0.4298099999999998,True,False
disponibilidades,WARNING,inconsistencia fisica o capacidad faltante,2026-06-07,Hour06,TYP1,8.0,8.41522,8.0,8.0,False,False,True,0.0,0.4152199999999997,0.4152199999999997,True,False
disponibilidades,WARNING,inconsistencia fisica o capacidad faltante,2026-06-07,Hour07,TYP1,8.0,8.42982,8.0,8.0,False,False,True,0.0,0.4298199999999994,0.4298199999999994,True,False
disponibilidades,WARNING,inconsistencia fisica o capacidad faltante,2026-06-07,Hour08,TYP1,8.0,8.15273,8.0,8.0,False,False,True,0.0,0.15273000000000003,0.15273000000000003,True,False
disponibilidades,WARNING,inconsistencia fisica o capacidad faltante,2026-06-07,Hour17,TYP1,8.0,8.09461,8.0,8.0,False,False,True,0.0,0.09460999999999942,0.09460999999999942,True,False
disponibilidades,WARNING,inconsistencia fisica o capacidad faltante,2026-06-07,Hour18,TYP1,8.0,17.55757,8.0,8.0,False,False,True,0.0,9.557569999999998,9.557569999999998,True,False
disponibilidades,WARNING,inconsistencia fisica o capacidad faltante,2026-06-07,Hour19,TYP1,8.0,17.85058,8.0,8.0,False,False,True,0.0,9.85058,9.85058,True,False
disponibilidades,WARNING,inconsistencia fisica o capacidad faltante,2026-06-07,Hour20,TYP1,8.0,18.032580000000003,8.0,8.0,False,False,True,0.0,10.032580000000003,10.032580000000003,True,False
disponibilidades,WARNING,inconsistencia fisica o capacidad faltante,2026-06-07,Hour21,TYP1,8.0,18.20748,8.0,8.0,False,False,True,0.0,10.20748,10.20748,True,False
disponibilidades,WARNING,inconsistencia fisica o capacidad faltante,2026-06-07,Hour22,TYP1,8.0,18.27015,8.0,8.0,False,False,True,0.0,10.270150000000001,10.270150000000001,True,False
disponibilidades,WARNING,inconsistencia fisica o capacidad faltante,2026-06-07,Hour23,TYP1,8.0,18.29827,8.0,8.0,False,False,True,0.0,10.298269999999999,10.298269999999999,True,False
disponibilidades,WARNING,inconsistencia fisica o capacidad faltante,2026-06-07,Hour24,TYP1,8.0,18.36961,8.0,8.0,False,False,True,0.0,10.369610000000002,10.369610000000002,True,False
