target,severity,issue,Date,Hour,code,DispoReal_MW,DispoCome_MW,DispoDeclarada_MW,CapEfecNeta_MW,declared_gt_capacity,real_gt_capacity,commercial_gt_capacity,abs_declared_real_diff_mw,abs_declared_commercial_diff_mw,abs_real_commercial_diff_mw,has_any_availability,resource_without_capacity
disponibilidades,WARNING,inconsistencia fisica o capacidad faltante,2026-06-07,Hour23,5QT6,nan,nan,0.0,nan,False,False,False,nan,nan,nan,True,True
disponibilidades,WARNING,inconsistencia fisica o capacidad faltante,2026-06-07,Hour24,5QT6,nan,nan,0.0,nan,False,False,False,nan,nan,nan,True,True
disponibilidades,WARNING,inconsistencia fisica o capacidad faltante,2026-06-07,Hour22,MRL1,164.0,164.16619,164.0,164.0,False,False,True,0.0,0.16619000000000028,0.16619000000000028,True,False
disponibilidades,WARNING,inconsistencia fisica o capacidad faltante,2026-06-01,Hour01,TYP1,8.0,8.2245,8.0,8.0,False,False,True,0.0,0.2245000000000008,0.2245000000000008,True,False
disponibilidades,WARNING,inconsistencia fisica o capacidad faltante,2026-06-01,Hour02,TYP1,8.0,8.225100000000001,8.0,8.0,False,False,True,0.0,0.2251000000000012,0.2251000000000012,True,False
disponibilidades,WARNING,inconsistencia fisica o capacidad faltante,2026-06-01,Hour03,TYP1,8.0,8.23379,8.0,8.0,False,False,True,0.0,0.23379000000000083,0.23379000000000083,True,False
disponibilidades,WARNING,inconsistencia fisica o capacidad faltante,2026-06-01,Hour04,TYP1,8.0,8.22319,8.0,8.0,False,False,True,0.0,0.22319000000000067,0.22319000000000067,True,False
disponibilidades,WARNING,inconsistencia fisica o capacidad faltante,2026-06-01,Hour05,TYP1,8.0,8.23165,8.0,8.0,False,False,True,0.0,0.23165000000000013,0.23165000000000013,True,False
disponibilidades,WARNING,inconsistencia fisica o capacidad faltante,2026-06-01,Hour06,TYP1,8.0,8.234729999999999,8.0,8.0,False,False,True,0.0,0.234729999999999,0.234729999999999,True,False
disponibilidades,WARNING,inconsistencia fisica o capacidad faltante,2026-06-01,Hour07,TYP1,8.0,8.22086,8.0,8.0,False,False,True,0.0,0.22086000000000006,0.22086000000000006,True,False
disponibilidades,WARNING,inconsistencia fisica o capacidad faltante,2026-06-01,Hour08,TYP1,8.0,8.22958,8.0,8.0,False,False,True,0.0,0.22958000000000034,0.22958000000000034,True,False
disponibilidades,WARNING,inconsistencia fisica o capacidad faltante,2026-06-01,Hour09,TYP1,8.0,8.21926,8.0,8.0,False,False,True,0.0,0.21926000000000023,0.21926000000000023,True,False
disponibilidades,WARNING,inconsistencia fisica o capacidad faltante,2026-06-01,Hour10,TYP1,8.0,8.232479999999999,8.0,8.0,False,False,True,0.0,0.2324799999999989,0.2324799999999989,True,False
disponibilidades,WARNING,inconsistencia fisica o capacidad faltante,2026-06-01,Hour11,TYP1,8.0,8.19936,8.0,8.0,False,False,True,0.0,0.19936000000000043,0.19936000000000043,True,False
disponibilidades,WARNING,inconsistencia fisica o capacidad faltante,2026-06-01,Hour12,TYP1,8.0,8.23665,8.0,8.0,False,False,True,0.0,0.23664999999999914,0.23664999999999914,True,False
disponibilidades,WARNING,inconsistencia fisica o capacidad faltante,2026-06-01,Hour13,TYP1,8.0,8.78366,8.0,8.0,False,False,True,0.0,0.7836599999999994,0.7836599999999994,True,False
disponibilidades,WARNING,inconsistencia fisica o capacidad faltante,2026-06-01,Hour14,TYP1,8.0,8.805620000000001,8.0,8.0,False,False,True,0.0,0.8056200000000011,0.8056200000000011,True,False
disponibilidades,WARNING,inconsistencia fisica o capacidad faltante,2026-06-01,Hour15,TYP1,8.0,8.82697,8.0,8.0,False,False,True,0.0,0.8269699999999993,0.8269699999999993,True,False
disponibilidades,WARNING,inconsistencia fisica o capacidad faltante,2026-06-01,Hour16,TYP1,8.0,8.778360000000001,8.0,8.0,False,False,True,0.0,0.778360000000001,0.778360000000001,True,False
disponibilidades,WARNING,inconsistencia fisica o capacidad faltante,2026-06-01,Hour17,TYP1,8.0,8.81243,8.0,8.0,False,False,True,0.0,0.8124300000000009,0.8124300000000009,True,False
disponibilidades,WARNING,inconsistencia fisica o capacidad faltante,2026-06-01,Hour18,TYP1,8.0,14.43524,8.0,8.0,False,False,True,0.0,6.43524,6.43524,True,False
disponibilidades,WARNING,inconsistencia fisica o capacidad faltante,2026-06-01,Hour19,TYP1,8.0,17.892740000000003,8.0,8.0,False,False,True,0.0,9.892740000000003,9.892740000000003,True,False
disponibilidades,WARNING,inconsistencia fisica o capacidad faltante,2026-06-01,Hour20,TYP1,8.0,17.918689999999998,8.0,8.0,False,False,True,0.0,9.918689999999998,9.918689999999998,True,False
disponibilidades,WARNING,inconsistencia fisica o capacidad faltante,2026-06-01,Hour21,TYP1,8.0,17.88619,8.0,8.0,False,False,True,0.0,9.88619,9.88619,True,False
disponibilidades,WARNING,inconsistencia fisica o capacidad faltante,2026-06-01,Hour22,TYP1,8.0,17.89639,8.0,8.0,False,False,True,0.0,9.89639,9.89639,True,False
disponibilidades,WARNING,inconsistencia fisica o capacidad faltante,2026-06-01,Hour23,TYP1,8.0,16.60811,8.0,8.0,False,False,True,0.0,8.60811,8.60811,True,False
disponibilidades,WARNING,inconsistencia fisica o capacidad faltante,2026-06-01,Hour24,TYP1,8.0,9.01609,8.0,8.0,False,False,True,0.0,1.0160900000000002,1.0160900000000002,True,False
disponibilidades,WARNING,inconsistencia fisica o capacidad faltante,2026-06-02,Hour01,TYP1,8.0,8.18609,8.0,8.0,False,False,True,0.0,0.1860900000000001,0.1860900000000001,True,False
disponibilidades,WARNING,inconsistencia fisica o capacidad faltante,2026-06-02,Hour02,TYP1,8.0,8.17075,8.0,8.0,False,False,True,0.0,0.17074999999999996,0.17074999999999996,True,False
disponibilidades,WARNING,inconsistencia fisica o capacidad faltante,2026-06-02,Hour03,TYP1,8.0,8.1758,8.0,8.0,False,False,True,0.0,0.17580000000000062,0.17580000000000062,True,False
disponibilidades,WARNING,inconsistencia fisica o capacidad faltante,2026-06-02,Hour04,TYP1,8.0,8.160390000000001,8.0,8.0,False,False,True,0.0,0.16039000000000136,0.16039000000000136,True,False
disponibilidades,WARNING,inconsistencia fisica o capacidad faltante,2026-06-02,Hour05,TYP1,8.0,8.18684,8.0,8.0,False,False,True,0.0,0.18684000000000012,0.18684000000000012,True,False
disponibilidades,WARNING,inconsistencia fisica o capacidad faltante,2026-06-02,Hour06,TYP1,8.0,8.18458,8.0,8.0,False,False,True,0.0,0.1845800000000004,0.1845800000000004,True,False
disponibilidades,WARNING,inconsistencia fisica o capacidad faltante,2026-06-02,Hour07,TYP1,8.0,8.15353,8.0,8.0,False,False,True,0.0,0.15352999999999994,0.15352999999999994,True,False
disponibilidades,WARNING,inconsistencia fisica o capacidad faltante,2026-06-02,Hour08,TYP1,8.0,8.18421,8.0,8.0,False,False,True,0.0,0.1842100000000002,0.1842100000000002,True,False
disponibilidades,WARNING,inconsistencia fisica o capacidad faltante,2026-06-02,Hour09,TYP1,8.0,8.19311,8.0,8.0,False,False,True,0.0,0.19311000000000078,0.19311000000000078,True,False
disponibilidades,WARNING,inconsistencia fisica o capacidad faltante,2026-06-02,Hour10,TYP1,8.0,8.15104,8.0,8.0,False,False,True,0.0,0.15104000000000006,0.15104000000000006,True,False
disponibilidades,WARNING,inconsistencia fisica o capacidad faltante,2026-06-02,Hour11,TYP1,8.0,8.07892,8.0,8.0,False,False,True,0.0,0.0789200000000001,0.0789200000000001,True,False
disponibilidades,WARNING,inconsistencia fisica o capacidad faltante,2026-06-02,Hour16,TYP1,8.0,9.79355,8.0,8.0,False,False,True,0.0,1.7935499999999998,1.7935499999999998,True,False
disponibilidades,WARNING,inconsistencia fisica o capacidad faltante,2026-06-02,Hour17,TYP1,8.0,9.48144,8.0,8.0,False,False,True,0.0,1.4814399999999992,1.4814399999999992,True,False
disponibilidades,WARNING,inconsistencia fisica o capacidad faltante,2026-06-02,Hour18,TYP1,8.0,16.12581,8.0,8.0,False,False,True,0.0,8.125810000000001,8.125810000000001,True,False
disponibilidades,WARNING,inconsistencia fisica o capacidad faltante,2026-06-02,Hour19,TYP1,8.0,17.62839,8.0,8.0,False,False,True,0.0,9.62839,9.62839,True,False
disponibilidades,WARNING,inconsistencia fisica o capacidad faltante,2026-06-02,Hour20,TYP1,8.0,16.78467,8.0,8.0,False,False,True,0.0,8.784669999999998,8.784669999999998,True,False
disponibilidades,WARNING,inconsistencia fisica o capacidad faltante,2026-06-02,Hour21,TYP1,8.0,16.755290000000002,8.0,8.0,False,False,True,0.0,8.755290000000002,8.755290000000002,True,False
disponibilidades,WARNING,inconsistencia fisica o capacidad faltante,2026-06-02,Hour22,TYP1,8.0,16.76647,8.0,8.0,False,False,True,0.0,8.766470000000002,8.766470000000002,True,False
disponibilidades,WARNING,inconsistencia fisica o capacidad faltante,2026-06-02,Hour23,TYP1,8.0,9.27189,8.0,8.0,False,False,True,0.0,1.2718900000000009,1.2718900000000009,True,False
disponibilidades,WARNING,inconsistencia fisica o capacidad faltante,2026-06-02,Hour24,TYP1,8.0,8.26003,8.0,8.0,False,False,True,0.0,0.2600300000000004,0.2600300000000004,True,False
disponibilidades,WARNING,inconsistencia fisica o capacidad faltante,2026-06-03,Hour01,TYP1,8.0,8.28066,8.0,8.0,False,False,True,0.0,0.28065999999999924,0.28065999999999924,True,False
disponibilidades,WARNING,inconsistencia fisica o capacidad faltante,2026-06-03,Hour02,TYP1,8.0,8.217450000000001,8.0,8.0,False,False,True,0.0,0.21745000000000125,0.21745000000000125,True,False
disponibilidades,WARNING,inconsistencia fisica o capacidad faltante,2026-06-03,Hour03,TYP1,8.0,8.2214,8.0,8.0,False,False,True,0.0,0.22139999999999915,0.22139999999999915,True,False
disponibilidades,WARNING,inconsistencia fisica o capacidad faltante,2026-06-03,Hour04,TYP1,8.0,8.20584,8.0,8.0,False,False,True,0.0,0.20584000000000024,0.20584000000000024,True,False
disponibilidades,WARNING,inconsistencia fisica o capacidad faltante,2026-06-03,Hour05,TYP1,8.0,8.2216,8.0,8.0,False,False,True,0.0,0.22160000000000046,0.22160000000000046,True,False
disponibilidades,WARNING,inconsistencia fisica o capacidad faltante,2026-06-03,Hour06,TYP1,8.0,8.23133,8.0,8.0,False,False,True,0.0,0.2313299999999998,0.2313299999999998,True,False
disponibilidades,WARNING,inconsistencia fisica o capacidad faltante,2026-06-03,Hour07,TYP1,8.0,8.19998,8.0,8.0,False,False,True,0.0,0.19998000000000005,0.19998000000000005,True,False
disponibilidades,WARNING,inconsistencia fisica o capacidad faltante,2026-06-03,Hour08,TYP1,8.0,8.46599,8.0,8.0,False,False,True,0.0,0.4659899999999997,0.4659899999999997,True,False
disponibilidades,WARNING,inconsistencia fisica o capacidad faltante,2026-06-03,Hour09,TYP1,8.0,8.698680000000001,8.0,8.0,False,False,True,0.0,0.6986800000000013,0.6986800000000013,True,False
disponibilidades,WARNING,inconsistencia fisica o capacidad faltante,2026-06-03,Hour10,TYP1,8.0,8.72061,8.0,8.0,False,False,True,0.0,0.7206100000000006,0.7206100000000006,True,False
disponibilidades,WARNING,inconsistencia fisica o capacidad faltante,2026-06-03,Hour11,TYP1,8.0,8.70548,8.0,8.0,False,False,True,0.0,0.7054799999999997,0.7054799999999997,True,False
disponibilidades,WARNING,inconsistencia fisica o capacidad faltante,2026-06-03,Hour12,TYP1,8.0,8.67939,8.0,8.0,False,False,True,0.0,0.6793899999999997,0.6793899999999997,True,False
disponibilidades,WARNING,inconsistencia fisica o capacidad faltante,2026-06-03,Hour13,TYP1,8.0,8.70301,8.0,8.0,False,False,True,0.0,0.7030100000000008,0.7030100000000008,True,False
disponibilidades,WARNING,inconsistencia fisica o capacidad faltante,2026-06-03,Hour14,TYP1,8.0,8.70635,8.0,8.0,False,False,True,0.0,0.7063500000000005,0.7063500000000005,True,False
disponibilidades,WARNING,inconsistencia fisica o capacidad faltante,2026-06-03,Hour15,TYP1,8.0,8.69613,8.0,8.0,False,False,True,0.0,0.6961300000000001,0.6961300000000001,True,False
disponibilidades,WARNING,inconsistencia fisica o capacidad faltante,2026-06-03,Hour16,TYP1,8.0,8.68408,8.0,8.0,False,False,True,0.0,0.6840799999999998,0.6840799999999998,True,False
disponibilidades,WARNING,inconsistencia fisica o capacidad faltante,2026-06-03,Hour17,TYP1,8.0,8.69898,8.0,8.0,False,False,True,0.0,0.6989800000000006,0.6989800000000006,True,False
disponibilidades,WARNING,inconsistencia fisica o capacidad faltante,2026-06-03,Hour18,TYP1,8.0,15.19428,8.0,8.0,False,False,True,0.0,7.194279999999999,7.194279999999999,True,False
disponibilidades,WARNING,inconsistencia fisica o capacidad faltante,2026-06-03,Hour19,TYP1,8.0,16.53321,8.0,8.0,False,False,True,0.0,8.53321,8.53321,True,False
disponibilidades,WARNING,inconsistencia fisica o capacidad faltante,2026-06-03,Hour20,TYP1,8.0,16.56596,8.0,8.0,False,False,True,0.0,8.56596,8.56596,True,False
disponibilidades,WARNING,inconsistencia fisica o capacidad faltante,2026-06-03,Hour21,TYP1,8.0,16.62658,8.0,8.0,False,False,True,0.0,8.62658,8.62658,True,False
disponibilidades,WARNING,inconsistencia fisica o capacidad faltante,2026-06-03,Hour22,TYP1,8.0,16.59707,8.0,8.0,False,False,True,0.0,8.597069999999999,8.597069999999999,True,False
disponibilidades,WARNING,inconsistencia fisica o capacidad faltante,2026-06-03,Hour23,TYP1,8.0,11.20953,8.0,8.0,False,False,True,0.0,3.209530000000001,3.209530000000001,True,False
disponibilidades,WARNING,inconsistencia fisica o capacidad faltante,2026-06-03,Hour24,TYP1,8.0,8.22728,8.0,8.0,False,False,True,0.0,0.22728000000000037,0.22728000000000037,True,False
disponibilidades,WARNING,inconsistencia fisica o capacidad faltante,2026-06-04,Hour01,TYP1,8.0,8.19931,8.0,8.0,False,False,True,0.0,0.19931000000000054,0.19931000000000054,True,False
disponibilidades,WARNING,inconsistencia fisica o capacidad faltante,2026-06-04,Hour02,TYP1,8.0,8.21029,8.0,8.0,False,False,True,0.0,0.21029000000000053,0.21029000000000053,True,False
disponibilidades,WARNING,inconsistencia fisica o capacidad faltante,2026-06-04,Hour03,TYP1,8.0,8.19885,8.0,8.0,False,False,True,0.0,0.1988500000000002,0.1988500000000002,True,False
disponibilidades,WARNING,inconsistencia fisica o capacidad faltante,2026-06-04,Hour04,TYP1,8.0,8.2201,8.0,8.0,False,False,True,0.0,0.2201000000000004,0.2201000000000004,True,False
disponibilidades,WARNING,inconsistencia fisica o capacidad faltante,2026-06-04,Hour05,TYP1,8.0,8.214110000000002,8.0,8.0,False,False,True,0.0,0.21411000000000158,0.21411000000000158,True,False
disponibilidades,WARNING,inconsistencia fisica o capacidad faltante,2026-06-04,Hour06,TYP1,8.0,8.23586,8.0,8.0,False,False,True,0.0,0.23586000000000062,0.23586000000000062,True,False
disponibilidades,WARNING,inconsistencia fisica o capacidad faltante,2026-06-04,Hour07,TYP1,8.0,8.19857,8.0,8.0,False,False,True,0.0,0.19857000000000014,0.19857000000000014,True,False
disponibilidades,WARNING,inconsistencia fisica o capacidad faltante,2026-06-04,Hour08,TYP1,8.0,8.230360000000001,8.0,8.0,False,False,True,0.0,0.230360000000001,0.230360000000001,True,False
disponibilidades,WARNING,inconsistencia fisica o capacidad faltante,2026-06-04,Hour09,TYP1,8.0,8.21287,8.0,8.0,False,False,True,0.0,0.21287000000000056,0.21287000000000056,True,False
disponibilidades,WARNING,inconsistencia fisica o capacidad faltante,2026-06-04,Hour10,TYP1,8.0,8.19257,8.0,8.0,False,False,True,0.0,0.1925699999999999,0.1925699999999999,True,False
disponibilidades,WARNING,inconsistencia fisica o capacidad faltante,2026-06-04,Hour11,TYP1,8.0,8.18396,8.0,8.0,False,False,True,0.0,0.1839600000000008,0.1839600000000008,True,False
disponibilidades,WARNING,inconsistencia fisica o capacidad faltante,2026-06-04,Hour12,TYP1,8.0,8.17467,8.0,8.0,False,False,True,0.0,0.17467000000000077,0.17467000000000077,True,False
disponibilidades,WARNING,inconsistencia fisica o capacidad faltante,2026-06-04,Hour13,TYP1,8.0,8.19915,8.0,8.0,False,False,True,0.0,0.1991499999999995,0.1991499999999995,True,False
disponibilidades,WARNING,inconsistencia fisica o capacidad faltante,2026-06-04,Hour14,TYP1,8.0,8.195260000000001,8.0,8.0,False,False,True,0.0,0.1952600000000011,0.1952600000000011,True,False
disponibilidades,WARNING,inconsistencia fisica o capacidad faltante,2026-06-04,Hour15,TYP1,8.0,8.20027,8.0,8.0,False,False,True,0.0,0.20026999999999973,0.20026999999999973,True,False
disponibilidades,WARNING,inconsistencia fisica o capacidad faltante,2026-06-04,Hour16,TYP1,8.0,8.18199,8.0,8.0,False,False,True,0.0,0.18199000000000076,0.18199000000000076,True,False
disponibilidades,WARNING,inconsistencia fisica o capacidad faltante,2026-06-04,Hour17,TYP1,8.0,8.193959999999999,8.0,8.0,False,False,True,0.0,0.1939599999999988,0.1939599999999988,True,False
disponibilidades,WARNING,inconsistencia fisica o capacidad faltante,2026-06-04,Hour18,TYP1,8.0,8.214870000000001,8.0,8.0,False,False,True,0.0,0.21487000000000123,0.21487000000000123,True,False
disponibilidades,WARNING,inconsistencia fisica o capacidad faltante,2026-06-04,Hour19,TYP1,8.0,8.2264,8.0,8.0,False,False,True,0.0,0.22639999999999993,0.22639999999999993,True,False
disponibilidades,WARNING,inconsistencia fisica o capacidad faltante,2026-06-04,Hour20,TYP1,8.0,8.21988,8.0,8.0,False,False,True,0.0,0.21987999999999985,0.21987999999999985,True,False
disponibilidades,WARNING,inconsistencia fisica o capacidad faltante,2026-06-04,Hour21,TYP1,8.0,8.21755,8.0,8.0,False,False,True,0.0,0.21754999999999924,0.21754999999999924,True,False
disponibilidades,WARNING,inconsistencia fisica o capacidad faltante,2026-06-04,Hour22,TYP1,8.0,8.18524,8.0,8.0,False,False,True,0.0,0.1852400000000003,0.1852400000000003,True,False
disponibilidades,WARNING,inconsistencia fisica o capacidad faltante,2026-06-04,Hour23,TYP1,8.0,8.18288,8.0,8.0,False,False,True,0.0,0.18288000000000082,0.18288000000000082,True,False
disponibilidades,WARNING,inconsistencia fisica o capacidad faltante,2026-06-04,Hour24,TYP1,8.0,8.2158,8.0,8.0,False,False,True,0.0,0.21579999999999977,0.21579999999999977,True,False
disponibilidades,WARNING,inconsistencia fisica o capacidad faltante,2026-06-05,Hour01,TYP1,8.0,8.219280000000001,8.0,8.0,False,False,True,0.0,0.21928000000000125,0.21928000000000125,True,False
disponibilidades,WARNING,inconsistencia fisica o capacidad faltante,2026-06-05,Hour02,TYP1,8.0,8.15146,8.0,8.0,False,False,True,0.0,0.15146000000000015,0.15146000000000015,True,False
disponibilidades,WARNING,inconsistencia fisica o capacidad faltante,2026-06-05,Hour03,TYP1,8.0,8.23299,8.0,8.0,False,False,True,0.0,0.23298999999999914,0.23298999999999914,True,False
disponibilidades,WARNING,inconsistencia fisica o capacidad faltante,2026-06-05,Hour04,TYP1,8.0,8.21882,8.0,8.0,False,False,True,0.0,0.21881999999999913,0.21881999999999913,True,False
disponibilidades,WARNING,inconsistencia fisica o capacidad faltante,2026-06-05,Hour05,TYP1,8.0,8.217600000000001,8.0,8.0,False,False,True,0.0,0.2176000000000009,0.2176000000000009,True,False
disponibilidades,WARNING,inconsistencia fisica o capacidad faltante,2026-06-05,Hour06,TYP1,8.0,8.20741,8.0,8.0,False,False,True,0.0,0.20740999999999943,0.20740999999999943,True,False
disponibilidades,WARNING,inconsistencia fisica o capacidad faltante,2026-06-05,Hour07,TYP1,8.0,8.209010000000001,8.0,8.0,False,False,True,0.0,0.20901000000000103,0.20901000000000103,True,False
disponibilidades,WARNING,inconsistencia fisica o capacidad faltante,2026-06-05,Hour08,TYP1,8.0,8.19574,8.0,8.0,False,False,True,0.0,0.1957400000000007,0.1957400000000007,True,False
disponibilidades,WARNING,inconsistencia fisica o capacidad faltante,2026-06-05,Hour09,TYP1,8.0,8.18975,8.0,8.0,False,False,True,0.0,0.18975000000000009,0.18975000000000009,True,False
disponibilidades,WARNING,inconsistencia fisica o capacidad faltante,2026-06-05,Hour10,TYP1,8.0,8.231729999999999,8.0,8.0,False,False,True,0.0,0.23172999999999888,0.23172999999999888,True,False
disponibilidades,WARNING,inconsistencia fisica o capacidad faltante,2026-06-05,Hour11,TYP1,8.0,8.183720000000001,8.0,8.0,False,False,True,0.0,0.183720000000001,0.183720000000001,True,False
disponibilidades,WARNING,inconsistencia fisica o capacidad faltante,2026-06-05,Hour12,TYP1,8.0,8.18881,8.0,8.0,False,False,True,0.0,0.18881000000000014,0.18881000000000014,True,False
disponibilidades,WARNING,inconsistencia fisica o capacidad faltante,2026-06-05,Hour13,TYP1,8.0,8.22559,8.0,8.0,False,False,True,0.0,0.2255900000000004,0.2255900000000004,True,False
disponibilidades,WARNING,inconsistencia fisica o capacidad faltante,2026-06-05,Hour14,TYP1,8.0,8.208680000000001,8.0,8.0,False,False,True,0.0,0.2086800000000011,0.2086800000000011,True,False
disponibilidades,WARNING,inconsistencia fisica o capacidad faltante,2026-06-05,Hour15,TYP1,8.0,8.19907,8.0,8.0,False,False,True,0.0,0.19907000000000075,0.19907000000000075,True,False
disponibilidades,WARNING,inconsistencia fisica o capacidad faltante,2026-06-05,Hour16,TYP1,8.0,8.20216,8.0,8.0,False,False,True,0.0,0.20215999999999923,0.20215999999999923,True,False
disponibilidades,WARNING,inconsistencia fisica o capacidad faltante,2026-06-05,Hour17,TYP1,8.0,8.182830000000001,8.0,8.0,False,False,True,0.0,0.18283000000000094,0.18283000000000094,True,False
disponibilidades,WARNING,inconsistencia fisica o capacidad faltante,2026-06-05,Hour18,TYP1,8.0,8.17085,8.0,8.0,False,False,True,0.0,0.17084999999999972,0.17084999999999972,True,False
disponibilidades,WARNING,inconsistencia fisica o capacidad faltante,2026-06-05,Hour19,TYP1,8.0,8.20739,8.0,8.0,False,False,True,0.0,0.20739000000000019,0.20739000000000019,True,False
disponibilidades,WARNING,inconsistencia fisica o capacidad faltante,2026-06-05,Hour20,TYP1,8.0,8.89461,8.0,8.0,False,False,True,0.0,0.8946100000000001,0.8946100000000001,True,False
disponibilidades,WARNING,inconsistencia fisica o capacidad faltante,2026-06-05,Hour21,TYP1,8.0,9.18527,8.0,8.0,False,False,True,0.0,1.1852699999999992,1.1852699999999992,True,False
disponibilidades,WARNING,inconsistencia fisica o capacidad faltante,2026-06-05,Hour22,TYP1,8.0,9.1803,8.0,8.0,False,False,True,0.0,1.1803000000000008,1.1803000000000008,True,False
disponibilidades,WARNING,inconsistencia fisica o capacidad faltante,2026-06-05,Hour23,TYP1,8.0,8.7832,8.0,8.0,False,False,True,0.0,0.7832000000000008,0.7832000000000008,True,False
disponibilidades,WARNING,inconsistencia fisica o capacidad faltante,2026-06-05,Hour24,TYP1,8.0,8.57164,8.0,8.0,False,False,True,0.0,0.5716400000000004,0.5716400000000004,True,False
disponibilidades,WARNING,inconsistencia fisica o capacidad faltante,2026-06-06,Hour01,TYP1,8.0,8.58266,8.0,8.0,False,False,True,0.0,0.5826600000000006,0.5826600000000006,True,False
disponibilidades,WARNING,inconsistencia fisica o capacidad faltante,2026-06-06,Hour02,TYP1,8.0,8.450700000000001,8.0,8.0,False,False,True,0.0,0.4507000000000012,0.4507000000000012,True,False
disponibilidades,WARNING,inconsistencia fisica o capacidad faltante,2026-06-06,Hour03,TYP1,8.0,8.332600000000001,8.0,8.0,False,False,True,0.0,0.3326000000000011,0.3326000000000011,True,False
disponibilidades,WARNING,inconsistencia fisica o capacidad faltante,2026-06-06,Hour04,TYP1,8.0,8.31652,8.0,8.0,False,False,True,0.0,0.3165200000000006,0.3165200000000006,True,False
disponibilidades,WARNING,inconsistencia fisica o capacidad faltante,2026-06-06,Hour05,TYP1,8.0,8.320780000000001,8.0,8.0,False,False,True,0.0,0.32078000000000095,0.32078000000000095,True,False
disponibilidades,WARNING,inconsistencia fisica o capacidad faltante,2026-06-06,Hour06,TYP1,8.0,8.315290000000001,8.0,8.0,False,False,True,0.0,0.31529000000000096,0.31529000000000096,True,False
disponibilidades,WARNING,inconsistencia fisica o capacidad faltante,2026-06-06,Hour07,TYP1,8.0,8.31963,8.0,8.0,False,False,True,0.0,0.3196300000000001,0.3196300000000001,True,False
disponibilidades,WARNING,inconsistencia fisica o capacidad faltante,2026-06-06,Hour08,TYP1,8.0,8.34408,8.0,8.0,False,False,True,0.0,0.34407999999999994,0.34407999999999994,True,False
disponibilidades,WARNING,inconsistencia fisica o capacidad faltante,2026-06-06,Hour09,TYP1,8.0,8.32481,8.0,8.0,False,False,True,0.0,0.3248099999999994,0.3248099999999994,True,False
disponibilidades,WARNING,inconsistencia fisica o capacidad faltante,2026-06-06,Hour10,TYP1,8.0,8.31362,8.0,8.0,False,False,True,0.0,0.31362000000000023,0.31362000000000023,True,False
disponibilidades,WARNING,inconsistencia fisica o capacidad faltante,2026-06-06,Hour11,TYP1,8.0,8.30986,8.0,8.0,False,False,True,0.0,0.30986000000000047,0.30986000000000047,True,False
disponibilidades,WARNING,inconsistencia fisica o capacidad faltante,2026-06-06,Hour12,TYP1,8.0,8.336020000000001,8.0,8.0,False,False,True,0.0,0.3360200000000013,0.3360200000000013,True,False
disponibilidades,WARNING,inconsistencia fisica o capacidad faltante,2026-06-06,Hour13,TYP1,8.0,8.313450000000001,8.0,8.0,False,False,True,0.0,0.31345000000000134,0.31345000000000134,True,False
disponibilidades,WARNING,inconsistencia fisica o capacidad faltante,2026-06-06,Hour14,TYP1,8.0,8.3261,8.0,8.0,False,False,True,0.0,0.3261000000000003,0.3261000000000003,True,False
disponibilidades,WARNING,inconsistencia fisica o capacidad faltante,2026-06-06,Hour15,TYP1,8.0,8.3175,8.0,8.0,False,False,True,0.0,0.3175000000000008,0.3175000000000008,True,False
disponibilidades,WARNING,inconsistencia fisica o capacidad faltante,2026-06-06,Hour16,TYP1,8.0,8.30286,8.0,8.0,False,False,True,0.0,0.3028600000000008,0.3028600000000008,True,False
disponibilidades,WARNING,inconsistencia fisica o capacidad faltante,2026-06-06,Hour17,TYP1,8.0,8.30657,8.0,8.0,False,False,True,0.0,0.3065700000000007,0.3065700000000007,True,False
disponibilidades,WARNING,inconsistencia fisica o capacidad faltante,2026-06-06,Hour18,TYP1,8.0,8.33771,8.0,8.0,False,False,True,0.0,0.3377099999999995,0.3377099999999995,True,False
disponibilidades,WARNING,inconsistencia fisica o capacidad faltante,2026-06-06,Hour19,TYP1,8.0,8.3394,8.0,8.0,False,False,True,0.0,0.3393999999999995,0.3393999999999995,True,False
disponibilidades,WARNING,inconsistencia fisica o capacidad faltante,2026-06-06,Hour20,TYP1,8.0,8.32725,8.0,8.0,False,False,True,0.0,0.3272499999999994,0.3272499999999994,True,False
disponibilidades,WARNING,inconsistencia fisica o capacidad faltante,2026-06-06,Hour21,TYP1,8.0,8.306420000000001,8.0,8.0,False,False,True,0.0,0.306420000000001,0.306420000000001,True,False
disponibilidades,WARNING,inconsistencia fisica o capacidad faltante,2026-06-06,Hour22,TYP1,8.0,8.32487,8.0,8.0,False,False,True,0.0,0.32487000000000066,0.32487000000000066,True,False
disponibilidades,WARNING,inconsistencia fisica o capacidad faltante,2026-06-06,Hour23,TYP1,8.0,8.28914,8.0,8.0,False,False,True,0.0,0.28913999999999973,0.28913999999999973,True,False
disponibilidades,WARNING,inconsistencia fisica o capacidad faltante,2026-06-06,Hour24,TYP1,8.0,8.33793,8.0,8.0,False,False,True,0.0,0.33793000000000006,0.33793000000000006,True,False
disponibilidades,WARNING,inconsistencia fisica o capacidad faltante,2026-06-07,Hour01,TYP1,8.0,15.53752,8.0,8.0,False,False,True,0.0,7.537520000000001,7.537520000000001,True,False
