target,call_id,raw_path,raw_sha256,normalized_path,records,unit_catalog,unit_effective,unit_override_applied,override_reason,derived_columns,date_min,date_max,covered_code_count,covered_codes
disponibilidad_declarada_recurso,disponibilidad_declarada_recurso__2026-06-01__2026-06-07__b003,data\raw\xm\pilot_20260601_20260607_retry1\disponibilidad_declarada_recurso\disponibilidad_declarada_recurso__2026-06-01__2026-06-07__b003.json,c566b83b5a380f26643c570a33ddf46d90a7be424103431a47d3c27d423c24a4,data\interim\xm\pilot_20260601_20260607_normalized_v2\disponibilidad_declarada_recurso\disponibilidad_declarada_recurso__2026-06-01__2026-06-07__b003__normalized_v2.csv,1680,kWh,kW,True,"La magnitud y comportamiento horario coinciden con CapEfecNeta, DispoReal y DispoCome y la descripcion oficial corresponde a potencia neta.","[""Value_MW""]",2026-06-01,2026-06-07,10,"[""HMIN"", ""HMLG"", ""JAGS"", ""LTSJ"", ""MOY1"", ""MRL1"", ""PES1"", ""PGUG"", ""PLYS"", ""PPA1""]"
disponibilidad_declarada_recurso,disponibilidad_declarada_recurso__2026-06-01__2026-06-07__b004,data\raw\xm\pilot_20260601_20260607_retry1\disponibilidad_declarada_recurso\disponibilidad_declarada_recurso__2026-06-01__2026-06-07__b004.json,8e6668bcd6c6224003708aff7daf9eb091cfcb1dd5ffc9ac8742bb1653f08013,data\interim\xm\pilot_20260601_20260607_normalized_v2\disponibilidad_declarada_recurso\disponibilidad_declarada_recurso__2026-06-01__2026-06-07__b004__normalized_v2.csv,1680,kWh,kW,True,"La magnitud y comportamiento horario coinciden con CapEfecNeta, DispoReal y DispoCome y la descripcion oficial corresponde a potencia neta.","[""Value_MW""]",2026-06-01,2026-06-07,10,"[""PPA2"", ""PPA3"", ""PPA4"", ""PRC2"", ""PRC3"", ""PRDO"", ""PRG1"", ""PRG2"", ""QUI1"", ""SLVJ""]"
disponibilidad_declarada_recurso,disponibilidad_declarada_recurso__2026-06-01__2026-06-07__b005,data\raw\xm\pilot_20260601_20260607_retry1\disponibilidad_declarada_recurso\disponibilidad_declarada_recurso__2026-06-01__2026-06-07__b005.json,7e148e9e82962e372688c1d359962a6374267f2e45788b3a07a183ff744a92c6,data\interim\xm\pilot_20260601_20260607_normalized_v2\disponibilidad_declarada_recurso\disponibilidad_declarada_recurso__2026-06-01__2026-06-07__b005__normalized_v2.csv,1680,kWh,kW,True,"La magnitud y comportamiento horario coinciden con CapEfecNeta, DispoReal y DispoCome y la descripcion oficial corresponde a potencia neta.","[""Value_MW""]",2026-06-01,2026-06-07,10,"[""SMI1"", ""SNCR"", ""SNFR"", ""SOG1"", ""TBQ3"", ""TBQ4"", ""TBST"", ""TCBE"", ""TCDT"", ""TDR1""]"
disponibilidad_declarada_recurso,disponibilidad_declarada_recurso__2026-06-01__2026-06-07__b006,data\raw\xm\pilot_20260601_20260607_retry1\disponibilidad_declarada_recurso\disponibilidad_declarada_recurso__2026-06-01__2026-06-07__b006.json,30a1a98b9d78e37616fc0d9ffe36b8839cf92572c1ac0383f4f616734f8e25c5,data\interim\xm\pilot_20260601_20260607_normalized_v2\disponibilidad_declarada_recurso\disponibilidad_declarada_recurso__2026-06-01__2026-06-07__b006__normalized_v2.csv,1680,kWh,kW,True,"La magnitud y comportamiento horario coinciden con CapEfecNeta, DispoReal y DispoCome y la descripcion oficial corresponde a potencia neta.","[""Value_MW""]",2026-06-01,2026-06-07,10,"[""TEC1"", ""TFL1"", ""TFL4"", ""TGJ1"", ""TGJ2"", ""TRM1"", ""TRN1"", ""TSJ1"", ""TSJ2"", ""TSR1""]"
disponibilidad_declarada_recurso,disponibilidad_declarada_recurso__2026-06-01__2026-06-07__b007,data\raw\xm\pilot_20260601_20260607_retry1\disponibilidad_declarada_recurso\disponibilidad_declarada_recurso__2026-06-01__2026-06-07__b007.json,ec131cb5da724b0db5a539d67b87b0aab5ddc277bb37bbac64dcd01a4339c805,data\interim\xm\pilot_20260601_20260607_normalized_v2\disponibilidad_declarada_recurso\disponibilidad_declarada_recurso__2026-06-01__2026-06-07__b007__normalized_v2.csv,1680,kWh,kW,True,"La magnitud y comportamiento horario coinciden con CapEfecNeta, DispoReal y DispoCome y la descripcion oficial corresponde a potencia neta.","[""Value_MW""]",2026-06-01,2026-06-07,10,"[""TUJ1"", ""TVL1"", ""TYP1"", ""TYP2"", ""TYP3"", ""TYP4"", ""TYP5"", ""URA1"", ""ZPA2"", ""ZPA3""]"
disponibilidad_declarada_recurso,disponibilidad_declarada_recurso__2026-06-01__2026-06-07__b008,data\raw\xm\pilot_20260601_20260607_retry1\disponibilidad_declarada_recurso\disponibilidad_declarada_recurso__2026-06-01__2026-06-07__b008.json,498377fd1499cec924ce0f9aef0778d3a5df5109ecbc6fc0123bcaca55fd9033,data\interim\xm\pilot_20260601_20260607_normalized_v2\disponibilidad_declarada_recurso\disponibilidad_declarada_recurso__2026-06-01__2026-06-07__b008__normalized_v2.csv,336,kWh,kW,True,"La magnitud y comportamiento horario coinciden con CapEfecNeta, DispoReal y DispoCome y la descripcion oficial corresponde a potencia neta.","[""Value_MW""]",2026-06-01,2026-06-07,2,"[""ZPA4"", ""ZPA5""]"
disponibilidad_real_recurso,disponibilidad_real_recurso__2026-06-01__2026-06-07__b001,data\raw\xm\pilot_20260601_20260607_retry1\disponibilidad_real_recurso\disponibilidad_real_recurso__2026-06-01__2026-06-07__b001.json,86d38db4c99d5193e562781f39afe67a1c8b8132fbb293c711af148c28b9d635,data\interim\xm\pilot_20260601_20260607_normalized_v2\disponibilidad_real_recurso\disponibilidad_real_recurso__2026-06-01__2026-06-07__b001__normalized_v2.csv,1680,kW,kW,False,,"[""Value_MW""]",2026-06-01,2026-06-07,10,"[""2QEK"", ""3ENA"", ""4YCN"", ""5QT6"", ""ALBG"", ""CHBG"", ""CHVR"", ""CLL1"", ""CLMG"", ""CTG1""]"
disponibilidad_real_recurso,disponibilidad_real_recurso__2026-06-01__2026-06-07__b002,data\raw\xm\pilot_20260601_20260607_retry1\disponibilidad_real_recurso\disponibilidad_real_recurso__2026-06-01__2026-06-07__b002.json,880deb379472a5334513ecda8a2a140256ff3e02d3234bdfa45ae655efc678f0,data\interim\xm\pilot_20260601_20260607_normalized_v2\disponibilidad_real_recurso\disponibilidad_real_recurso__2026-06-01__2026-06-07__b002__normalized_v2.csv,1680,kW,kW,False,,"[""Value_MW""]",2026-06-01,2026-06-07,10,"[""CTG2"", ""CTG3"", ""CUC1"", ""DVS1"", ""ESMR"", ""GE32"", ""GEC3"", ""GTPE"", ""GTRG"", ""GVIO""]"
disponibilidad_real_recurso,disponibilidad_real_recurso__2026-06-01__2026-06-07__b003,data\raw\xm\pilot_20260601_20260607_retry1\disponibilidad_real_recurso\disponibilidad_real_recurso__2026-06-01__2026-06-07__b003.json,461b6a048215fa696132e0707672f66a3f0e04d91b2ab927cd3e4e4298651b32,data\interim\xm\pilot_20260601_20260607_normalized_v2\disponibilidad_real_recurso\disponibilidad_real_recurso__2026-06-01__2026-06-07__b003__normalized_v2.csv,1680,kW,kW,False,,"[""Value_MW""]",2026-06-01,2026-06-07,10,"[""HMIN"", ""HMLG"", ""JAGS"", ""LTSJ"", ""MOY1"", ""MRL1"", ""PES1"", ""PGUG"", ""PLYS"", ""PPA1""]"
disponibilidad_real_recurso,disponibilidad_real_recurso__2026-06-01__2026-06-07__b004,data\raw\xm\pilot_20260601_20260607_retry1\disponibilidad_real_recurso\disponibilidad_real_recurso__2026-06-01__2026-06-07__b004.json,f898c930930d2dcad903c7d3d234e5bdc6128e1928de9f15c303bd8c21789963,data\interim\xm\pilot_20260601_20260607_normalized_v2\disponibilidad_real_recurso\disponibilidad_real_recurso__2026-06-01__2026-06-07__b004__normalized_v2.csv,1680,kW,kW,False,,"[""Value_MW""]",2026-06-01,2026-06-07,10,"[""PPA2"", ""PPA3"", ""PPA4"", ""PRC2"", ""PRC3"", ""PRDO"", ""PRG1"", ""PRG2"", ""QUI1"", ""SLVJ""]"
disponibilidad_real_recurso,disponibilidad_real_recurso__2026-06-01__2026-06-07__b005,data\raw\xm\pilot_20260601_20260607_retry1\disponibilidad_real_recurso\disponibilidad_real_recurso__2026-06-01__2026-06-07__b005.json,de5d2fc7463b34e3078808ecd3b418da0c91efade5780205854b01f31e4b6c68,data\interim\xm\pilot_20260601_20260607_normalized_v2\disponibilidad_real_recurso\disponibilidad_real_recurso__2026-06-01__2026-06-07__b005__normalized_v2.csv,1680,kW,kW,False,,"[""Value_MW""]",2026-06-01,2026-06-07,10,"[""SMI1"", ""SNCR"", ""SNFR"", ""SOG1"", ""TBQ3"", ""TBQ4"", ""TBST"", ""TCBE"", ""TCDT"", ""TDR1""]"
disponibilidad_real_recurso,disponibilidad_real_recurso__2026-06-01__2026-06-07__b006,data\raw\xm\pilot_20260601_20260607_retry1\disponibilidad_real_recurso\disponibilidad_real_recurso__2026-06-01__2026-06-07__b006.json,8cf574f376a678811935648c714f87b2d65a0949e103b0c0f783bed6efc1eb7b,data\interim\xm\pilot_20260601_20260607_normalized_v2\disponibilidad_real_recurso\disponibilidad_real_recurso__2026-06-01__2026-06-07__b006__normalized_v2.csv,1680,kW,kW,False,,"[""Value_MW""]",2026-06-01,2026-06-07,10,"[""TEC1"", ""TFL1"", ""TFL4"", ""TGJ1"", ""TGJ2"", ""TRM1"", ""TRN1"", ""TSJ1"", ""TSJ2"", ""TSR1""]"
disponibilidad_real_recurso,disponibilidad_real_recurso__2026-06-01__2026-06-07__b007,data\raw\xm\pilot_20260601_20260607_retry1\disponibilidad_real_recurso\disponibilidad_real_recurso__2026-06-01__2026-06-07__b007.json,e2d414fda2fe35c3190b4f7a3be36357c0c562bfd6d73efbc429820c88e08191,data\interim\xm\pilot_20260601_20260607_normalized_v2\disponibilidad_real_recurso\disponibilidad_real_recurso__2026-06-01__2026-06-07__b007__normalized_v2.csv,1680,kW,kW,False,,"[""Value_MW""]",2026-06-01,2026-06-07,10,"[""TUJ1"", ""TVL1"", ""TYP1"", ""TYP2"", ""TYP3"", ""TYP4"", ""TYP5"", ""URA1"", ""ZPA2"", ""ZPA3""]"
disponibilidad_real_recurso,disponibilidad_real_recurso__2026-06-01__2026-06-07__b008,data\raw\xm\pilot_20260601_20260607_retry1\disponibilidad_real_recurso\disponibilidad_real_recurso__2026-06-01__2026-06-07__b008.json,d6a66812af378acb43e60cb1ab929070da606ff54dece5615d4d1e7b61efd52c,data\interim\xm\pilot_20260601_20260607_normalized_v2\disponibilidad_real_recurso\disponibilidad_real_recurso__2026-06-01__2026-06-07__b008__normalized_v2.csv,336,kW,kW,False,,"[""Value_MW""]",2026-06-01,2026-06-07,2,"[""ZPA4"", ""ZPA5""]"
exportaciones_energia_sistema,exportaciones_energia_sistema__2026-06-01__2026-06-07__b001,data\raw\xm\pilot_20260601_20260607_retry1\exportaciones_energia_sistema\exportaciones_energia_sistema__2026-06-01__2026-06-07__b001.json,fdd906988be737f434dd46e063c5f81cd51c9a8ff6584b67c04982f49da8f5fb,data\interim\xm\pilot_20260601_20260607_normalized_v2\exportaciones_energia_sistema\exportaciones_energia_sistema__2026-06-01__2026-06-07__b001__normalized_v2.csv,168,kWh,kWh,False,,"[""Value_GWh""]",2026-06-01,2026-06-07,1,"[""Sistema""]"
generacion_real_por_recurso,generacion_real_por_recurso__2026-06-01__2026-06-07__b001,data\raw\xm\pilot_20260601_20260607_retry1\generacion_real_por_recurso\generacion_real_por_recurso__2026-06-01__2026-06-07__b001.json,fa7918bc2b0a65c177d10694f9e1eb25ae535931fd351a8d4bd422dc2f36c796,data\interim\xm\pilot_20260601_20260607_normalized_v2\generacion_real_por_recurso\generacion_real_por_recurso__2026-06-01__2026-06-07__b001__normalized_v2.csv,1176,kWh,kWh,False,,"[""Value_GWh""]",2026-06-01,2026-06-07,8,"[""2QEK"", ""3ENA"", ""4YCN"", ""ALBG"", ""CHBG"", ""CHVR"", ""CLL1"", ""CLMG""]"
generacion_real_por_recurso,generacion_real_por_recurso__2026-06-01__2026-06-07__b002,data\raw\xm\pilot_20260601_20260607_retry1\generacion_real_por_recurso\generacion_real_por_recurso__2026-06-01__2026-06-07__b002.json,85e850542cedaa8f3911d1b2973d5e34be89ae2de50a52d335d2c902d8162e22,data\interim\xm\pilot_20260601_20260607_normalized_v2\generacion_real_por_recurso\generacion_real_por_recurso__2026-06-01__2026-06-07__b002__normalized_v2.csv,1296,kWh,kWh,False,,"[""Value_GWh""]",2026-06-01,2026-06-07,8,"[""CUC1"", ""DVS1"", ""ESMR"", ""GE32"", ""GEC3"", ""GTPE"", ""GTRG"", ""GVIO""]"
generacion_real_por_recurso,generacion_real_por_recurso__2026-06-01__2026-06-07__b003,data\raw\xm\pilot_20260601_20260607_retry1\generacion_real_por_recurso\generacion_real_por_recurso__2026-06-01__2026-06-07__b003.json,8fd3008d7645cd46cecbb7c951042dbf049b704f39f0f795e9ce13bbf9e6cdea,data\interim\xm\pilot_20260601_20260607_normalized_v2\generacion_real_por_recurso\generacion_real_por_recurso__2026-06-01__2026-06-07__b003__normalized_v2.csv,1392,kWh,kWh,False,,"[""Value_GWh""]",2026-06-01,2026-06-07,10,"[""HMIN"", ""HMLG"", ""JAGS"", ""LTSJ"", ""MOY1"", ""MRL1"", ""PES1"", ""PGUG"", ""PLYS"", ""PPA1""]"
generacion_real_por_recurso,generacion_real_por_recurso__2026-06-01__2026-06-07__b004,data\raw\xm\pilot_20260601_20260607_retry1\generacion_real_por_recurso\generacion_real_por_recurso__2026-06-01__2026-06-07__b004.json,6d0738ddc54a2eb4aa87bb712184520096f4532d489580dc9c8f752ab050660f,data\interim\xm\pilot_20260601_20260607_normalized_v2\generacion_real_por_recurso\generacion_real_por_recurso__2026-06-01__2026-06-07__b004__normalized_v2.csv,1296,kWh,kWh,False,,"[""Value_GWh""]",2026-06-01,2026-06-07,9,"[""PPA2"", ""PPA3"", ""PRC2"", ""PRC3"", ""PRDO"", ""PRG1"", ""PRG2"", ""QUI1"", ""SLVJ""]"
generacion_real_por_recurso,generacion_real_por_recurso__2026-06-01__2026-06-07__b005,data\raw\xm\pilot_20260601_20260607_retry1\generacion_real_por_recurso\generacion_real_por_recurso__2026-06-01__2026-06-07__b005.json,c510e531b91c414cee809348e0a3f96ae255068d67342f25b85a427624bbd89b,data\interim\xm\pilot_20260601_20260607_normalized_v2\generacion_real_por_recurso\generacion_real_por_recurso__2026-06-01__2026-06-07__b005__normalized_v2.csv,1128,kWh,kWh,False,,"[""Value_GWh""]",2026-06-01,2026-06-07,8,"[""SMI1"", ""SNCR"", ""SNFR"", ""SOG1"", ""TBQ3"", ""TBQ4"", ""TBST"", ""TCDT""]"
generacion_real_por_recurso,generacion_real_por_recurso__2026-06-01__2026-06-07__b006,data\raw\xm\pilot_20260601_20260607_retry1\generacion_real_por_recurso\generacion_real_por_recurso__2026-06-01__2026-06-07__b006.json,f1e078401b4c929fbc787024a49fac6b79f4ceb0e952bd27c274eb2eff72d988,data\interim\xm\pilot_20260601_20260607_normalized_v2\generacion_real_por_recurso\generacion_real_por_recurso__2026-06-01__2026-06-07__b006__normalized_v2.csv,1128,kWh,kWh,False,,"[""Value_GWh""]",2026-06-01,2026-06-07,8,"[""TEC1"", ""TFL1"", ""TFL4"", ""TGJ1"", ""TGJ2"", ""TRN1"", ""TSJ1"", ""TSJ2""]"
generacion_real_por_recurso,generacion_real_por_recurso__2026-06-01__2026-06-07__b007,data\raw\xm\pilot_20260601_20260607_retry1\generacion_real_por_recurso\generacion_real_por_recurso__2026-06-01__2026-06-07__b007.json,95450442a1e734be31098f6edc711e59cb2dfbefbbebf014879b2ea961247c9c,data\interim\xm\pilot_20260601_20260607_normalized_v2\generacion_real_por_recurso\generacion_real_por_recurso__2026-06-01__2026-06-07__b007__normalized_v2.csv,960,kWh,kWh,False,,"[""Value_GWh""]",2026-06-01,2026-06-07,6,"[""TUJ1"", ""TYP1"", ""TYP2"", ""URA1"", ""ZPA2"", ""ZPA3""]"
generacion_real_por_recurso,generacion_real_por_recurso__2026-06-01__2026-06-07__b008,data\raw\xm\pilot_20260601_20260607_retry1\generacion_real_por_recurso\generacion_real_por_recurso__2026-06-01__2026-06-07__b008.json,2e80f137eb10887c6a55c46bd0b4718c383de9b3fbded067d770973368aa062c,data\interim\xm\pilot_20260601_20260607_normalized_v2\generacion_real_por_recurso\generacion_real_por_recurso__2026-06-01__2026-06-07__b008__normalized_v2.csv,264,kWh,kWh,False,,"[""Value_GWh""]",2026-06-02,2026-06-07,2,"[""ZPA4"", ""ZPA5""]"
generacion_real_total,generacion_real_total__2026-06-01__2026-06-07__b001,data\raw\xm\pilot_20260601_20260607_retry1\generacion_real_total\generacion_real_total__2026-06-01__2026-06-07__b001.json,b7c868bd4daf4e453cc71cc6bdbfd845a534a6f161bf2ec19997f3b9d4776cc6,data\interim\xm\pilot_20260601_20260607_normalized_v2\generacion_real_total\generacion_real_total__2026-06-01__2026-06-07__b001__normalized_v2.csv,168,kWh,kWh,False,,"[""Value_GWh""]",2026-06-01,2026-06-07,1,"[""Sistema""]"
importaciones_energia_sistema,importaciones_energia_sistema__2026-06-01__2026-06-07__b001,data\raw\xm\pilot_20260601_20260607_retry1\importaciones_energia_sistema\importaciones_energia_sistema__2026-06-01__2026-06-07__b001.json,df6afb2e39f9f0f9ff03b29d56318e94929b7eaea90b5c292af9dbc14dd03e76,data\interim\xm\pilot_20260601_20260607_normalized_v2\importaciones_energia_sistema\importaciones_energia_sistema__2026-06-01__2026-06-07__b001__normalized_v2.csv,168,kWh,kWh,False,,"[""Value_GWh""]",2026-06-01,2026-06-07,1,"[""Sistema""]"
volumen_util_energia_embalse,volumen_util_energia_embalse__2026-06-01__2026-06-07__b001,data\raw\xm\pilot_20260601_20260607_retry1\volumen_util_energia_embalse\volumen_util_energia_embalse__2026-06-01__2026-06-07__b001.json,f5bc9d1b201b6aff67e4b952d3560a830a9c93dcb62fb1442b10817dcc209965,data\interim\xm\pilot_20260601_20260607_normalized_v2\volumen_util_energia_embalse\volumen_util_energia_embalse__2026-06-01__2026-06-07__b001__normalized_v2.csv,63,kWh,kWh,False,,"[""Value_GWh""]",2026-06-01,2026-06-07,9,"[""AGREGADO BOGOTA"", ""ALTOANCHICAYA"", ""AMANI"", ""BETANIA"", ""CALIMA1"", ""CHUZA"", ""EL QUIMBO"", ""ESMERALDA"", ""GUAVIO""]"
volumen_util_energia_embalse,volumen_util_energia_embalse__2026-06-01__2026-06-07__b002,data\raw\xm\pilot_20260601_20260607_retry1\volumen_util_energia_embalse\volumen_util_energia_embalse__2026-06-01__2026-06-07__b002.json,0d1ac0b971e56dde719f345d32896665625147144843af499270014371783659,data\interim\xm\pilot_20260601_20260607_normalized_v2\volumen_util_energia_embalse\volumen_util_energia_embalse__2026-06-01__2026-06-07__b002__normalized_v2.csv,70,kWh,kWh,False,,"[""Value_GWh""]",2026-06-01,2026-06-07,10,"[""ITUANGO"", ""MIRAFLORES"", ""MUNA"", ""PENOL"", ""PLAYAS"", ""PORCE II"", ""PORCE III"", ""PRADO"", ""PUNCHINA"", ""RIOGRANDE2""]"
volumen_util_energia_embalse,volumen_util_energia_embalse__2026-06-01__2026-06-07__b003,data\raw\xm\pilot_20260601_20260607_retry1\volumen_util_energia_embalse\volumen_util_energia_embalse__2026-06-01__2026-06-07__b003.json,d30ac9c99e57f940b070877a418636dd9a73cc8ba970f81f44323092300070cf,data\interim\xm\pilot_20260601_20260607_normalized_v2\volumen_util_energia_embalse\volumen_util_energia_embalse__2026-06-01__2026-06-07__b003__normalized_v2.csv,35,kWh,kWh,False,,"[""Value_GWh""]",2026-06-01,2026-06-07,5,"[""SALVAJINA"", ""SAN LORENZO"", ""TOPOCORO"", ""TRONERAS"", ""URRA1""]"
volumen_util_energia_sin,volumen_util_energia_sin__2026-06-01__2026-06-07__b001,data\raw\xm\pilot_20260601_20260607_retry1\volumen_util_energia_sin\volumen_util_energia_sin__2026-06-01__2026-06-07__b001.json,708afdda9a6f1c78529f5058dd9face85a6411faad6680fcddb67f15b3cff243,data\interim\xm\pilot_20260601_20260607_normalized_v2\volumen_util_energia_sin\volumen_util_energia_sin__2026-06-01__2026-06-07__b001__normalized_v2.csv,7,kWh,kWh,False,,"[""Value_GWh""]",2026-06-01,2026-06-07,0,[]
