Date,Hour,code,DispoReal_MW,DispoCome_MW,DispoDeclarada_MW,CapEfecNeta_MW,declared_gt_capacity,real_gt_capacity,commercial_gt_capacity,abs_declared_real_diff_mw,abs_declared_commercial_diff_mw,abs_real_commercial_diff_mw,has_any_availability,resource_without_capacity
2026-06-05,Hour07,ALBG,288.0,288.0,288.0,427.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-05,Hour08,ALBG,288.0,288.0,288.0,427.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-05,Hour09,ALBG,288.0,288.0,288.0,427.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-05,Hour10,ALBG,252.0,252.0,288.0,427.0,False,False,False,36.0,36.0,0.0,True,False
2026-06-05,Hour11,ALBG,252.2,252.0,288.0,427.0,False,False,False,35.80000000000001,36.0,0.19999999999998863,True,False
2026-06-05,Hour12,ALBG,288.0,288.0,288.0,427.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-05,Hour13,ALBG,288.0,288.0,288.0,427.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-05,Hour14,ALBG,288.0,288.0,288.0,427.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-05,Hour15,ALBG,288.0,288.0,288.0,427.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-05,Hour16,ALBG,288.0,288.0,288.0,427.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-05,Hour17,ALBG,288.0,288.0,288.0,427.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-05,Hour18,ALBG,288.0,288.0,288.0,427.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-05,Hour19,ALBG,288.0,288.0,288.0,427.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-05,Hour20,ALBG,288.0,288.0,288.0,427.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-05,Hour21,ALBG,288.0,288.0,288.0,427.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-05,Hour22,ALBG,288.0,288.0,288.0,427.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-05,Hour23,ALBG,288.0,288.0,288.0,427.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-05,Hour24,ALBG,288.0,288.0,288.0,427.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-06,Hour01,ALBG,287.0,287.0,287.0,427.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-06,Hour02,ALBG,287.0,287.0,287.0,427.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-06,Hour03,ALBG,287.0,287.0,287.0,427.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-06,Hour04,ALBG,287.0,287.0,287.0,427.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-06,Hour05,ALBG,287.0,287.0,287.0,427.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-06,Hour06,ALBG,287.0,287.0,287.0,427.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-06,Hour07,ALBG,287.0,287.0,287.0,427.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-06,Hour08,ALBG,263.0,263.0,287.0,427.0,False,False,False,24.0,24.0,0.0,True,False
2026-06-06,Hour09,ALBG,263.0,263.0,287.0,427.0,False,False,False,24.0,24.0,0.0,True,False
2026-06-06,Hour10,ALBG,287.0,287.0,287.0,427.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-06,Hour11,ALBG,287.0,287.0,287.0,427.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-06,Hour12,ALBG,275.0,275.0,287.0,427.0,False,False,False,12.0,12.0,0.0,True,False
2026-06-06,Hour13,ALBG,287.0,287.0,287.0,427.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-06,Hour14,ALBG,287.0,287.0,287.0,427.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-06,Hour15,ALBG,287.0,287.0,287.0,427.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-06,Hour16,ALBG,287.0,287.0,287.0,427.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-06,Hour17,ALBG,287.0,287.0,287.0,427.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-06,Hour18,ALBG,287.0,287.0,287.0,427.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-06,Hour19,ALBG,287.0,287.0,287.0,427.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-06,Hour20,ALBG,287.0,287.0,287.0,427.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-06,Hour21,ALBG,287.0,287.0,287.0,427.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-06,Hour22,ALBG,287.0,287.0,287.0,427.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-06,Hour23,ALBG,287.0,287.0,287.0,427.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-06,Hour24,ALBG,287.0,287.0,287.0,427.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-07,Hour01,ALBG,287.0,287.0,287.0,427.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-07,Hour02,ALBG,287.0,287.0,287.0,427.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-07,Hour03,ALBG,287.0,287.0,287.0,427.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-07,Hour04,ALBG,287.0,287.0,287.0,427.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-07,Hour05,ALBG,287.0,287.0,287.0,427.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-07,Hour06,ALBG,287.0,287.0,287.0,427.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-07,Hour07,ALBG,287.0,287.0,287.0,427.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-07,Hour08,ALBG,287.0,287.0,287.0,427.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-07,Hour09,ALBG,287.0,283.24059000000005,287.0,427.0,False,False,False,0.0,3.7594099999999457,3.7594099999999457,True,False
2026-06-07,Hour10,ALBG,287.0,284.00469,287.0,427.0,False,False,False,0.0,2.9953100000000177,2.9953100000000177,True,False
2026-06-07,Hour11,ALBG,287.0,282.63222,287.0,427.0,False,False,False,0.0,4.367779999999982,4.367779999999982,True,False
2026-06-07,Hour12,ALBG,287.0,282.301,287.0,427.0,False,False,False,0.0,4.699000000000012,4.699000000000012,True,False
2026-06-07,Hour13,ALBG,287.0,282.31999,287.0,427.0,False,False,False,0.0,4.680009999999982,4.680009999999982,True,False
2026-06-07,Hour14,ALBG,287.0,279.53253,287.0,427.0,False,False,False,0.0,7.467469999999992,7.467469999999992,True,False
2026-06-07,Hour15,ALBG,287.0,281.56397,287.0,427.0,False,False,False,0.0,5.436030000000017,5.436030000000017,True,False
2026-06-07,Hour16,ALBG,263.0,248.12920000000005,287.0,427.0,False,False,False,24.0,38.870799999999946,14.870799999999946,True,False
2026-06-07,Hour17,ALBG,263.2,247.76425,287.0,427.0,False,False,False,23.80000000000001,39.235749999999996,15.435749999999985,True,False
2026-06-07,Hour18,ALBG,287.0,287.0,287.0,427.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-07,Hour19,ALBG,287.0,287.0,287.0,427.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-07,Hour20,ALBG,287.0,287.0,287.0,427.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-07,Hour21,ALBG,287.0,287.0,287.0,427.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-07,Hour22,ALBG,287.0,287.0,287.0,427.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-07,Hour23,ALBG,287.0,287.0,287.0,427.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-07,Hour24,ALBG,287.0,287.0,287.0,427.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-01,Hour01,CHBG,326.0,326.0,326.0,540.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-01,Hour02,CHBG,326.0,326.0,326.0,540.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-01,Hour03,CHBG,326.0,326.0,326.0,540.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-01,Hour04,CHBG,326.0,326.0,326.0,540.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-01,Hour05,CHBG,326.0,326.0,326.0,540.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-01,Hour06,CHBG,326.0,326.0,326.0,540.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-01,Hour07,CHBG,326.0,326.0,326.0,540.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-01,Hour08,CHBG,326.0,326.0,326.0,540.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-01,Hour09,CHBG,326.0,326.0,326.0,540.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-01,Hour10,CHBG,326.0,326.0,326.0,540.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-01,Hour11,CHBG,326.0,326.0,326.0,540.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-01,Hour12,CHBG,326.0,326.0,326.0,540.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-01,Hour13,CHBG,326.0,326.0,326.0,540.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-01,Hour14,CHBG,326.0,326.0,326.0,540.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-01,Hour15,CHBG,326.0,326.0,326.0,540.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-01,Hour16,CHBG,326.0,326.0,326.0,540.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-01,Hour17,CHBG,326.0,326.0,326.0,540.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-01,Hour18,CHBG,326.0,326.0,326.0,540.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-01,Hour19,CHBG,326.0,326.0,326.0,540.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-01,Hour20,CHBG,326.0,326.0,326.0,540.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-01,Hour21,CHBG,326.0,326.0,326.0,540.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-01,Hour22,CHBG,326.0,326.0,326.0,540.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-01,Hour23,CHBG,326.0,326.0,326.0,540.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-01,Hour24,CHBG,326.0,326.0,326.0,540.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-02,Hour01,CHBG,326.0,326.0,326.0,540.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-02,Hour02,CHBG,326.0,326.0,326.0,540.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-02,Hour03,CHBG,326.0,326.0,326.0,540.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-02,Hour04,CHBG,326.0,326.0,326.0,540.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-02,Hour05,CHBG,326.0,326.0,326.0,540.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-02,Hour06,CHBG,326.0,326.0,326.0,540.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-02,Hour07,CHBG,326.0,326.0,326.0,540.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-02,Hour08,CHBG,326.0,326.0,326.0,540.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-02,Hour09,CHBG,326.0,326.0,326.0,540.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-02,Hour10,CHBG,326.0,326.0,326.0,540.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-02,Hour11,CHBG,326.0,326.0,326.0,540.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-02,Hour12,CHBG,326.0,326.0,326.0,540.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-02,Hour13,CHBG,326.0,326.0,326.0,540.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-02,Hour14,CHBG,326.0,326.0,326.0,540.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-02,Hour15,CHBG,326.0,326.0,326.0,540.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-02,Hour16,CHBG,326.0,326.0,326.0,540.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-02,Hour17,CHBG,326.0,326.0,326.0,540.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-02,Hour18,CHBG,326.0,326.0,326.0,540.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-02,Hour19,CHBG,326.0,326.0,326.0,540.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-02,Hour20,CHBG,326.0,326.0,326.0,540.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-02,Hour21,CHBG,326.0,326.0,326.0,540.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-02,Hour22,CHBG,326.0,326.0,326.0,540.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-02,Hour23,CHBG,326.0,326.0,326.0,540.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-02,Hour24,CHBG,326.0,326.0,326.0,540.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-03,Hour01,CHBG,326.0,326.0,326.0,540.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-03,Hour02,CHBG,326.0,326.0,326.0,540.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-03,Hour03,CHBG,326.0,326.0,326.0,540.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-03,Hour04,CHBG,326.0,326.0,326.0,540.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-03,Hour05,CHBG,326.0,326.0,326.0,540.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-03,Hour06,CHBG,326.0,326.0,326.0,540.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-03,Hour07,CHBG,326.0,326.0,326.0,540.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-03,Hour08,CHBG,326.0,326.0,326.0,540.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-03,Hour09,CHBG,,,0.0,540.0,False,False,False,,,,True,False
2026-06-03,Hour10,CHBG,,,0.0,540.0,False,False,False,,,,True,False
2026-06-03,Hour11,CHBG,,,0.0,540.0,False,False,False,,,,True,False
2026-06-03,Hour12,CHBG,,,0.0,540.0,False,False,False,,,,True,False
2026-06-03,Hour13,CHBG,,,0.0,540.0,False,False,False,,,,True,False
2026-06-03,Hour14,CHBG,298.833,,0.0,540.0,False,False,False,298.833,,,True,False
2026-06-03,Hour15,CHBG,326.0,326.0,326.0,540.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-03,Hour16,CHBG,326.0,326.0,326.0,540.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-03,Hour17,CHBG,326.0,326.0,326.0,540.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-03,Hour18,CHBG,326.0,326.0,326.0,540.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-03,Hour19,CHBG,326.0,326.0,326.0,540.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-03,Hour20,CHBG,326.0,326.0,326.0,540.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-03,Hour21,CHBG,326.0,326.0,326.0,540.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-03,Hour22,CHBG,326.0,326.0,326.0,540.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-03,Hour23,CHBG,326.0,326.0,326.0,540.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-03,Hour24,CHBG,326.0,326.0,326.0,540.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-04,Hour01,CHBG,326.0,326.0,326.0,540.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-04,Hour02,CHBG,326.0,326.0,326.0,540.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-04,Hour03,CHBG,326.0,326.0,326.0,540.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-04,Hour04,CHBG,326.0,326.0,326.0,540.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-04,Hour05,CHBG,326.0,326.0,326.0,540.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-04,Hour06,CHBG,326.0,326.0,326.0,540.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-04,Hour07,CHBG,326.0,326.0,326.0,540.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-04,Hour08,CHBG,326.0,326.0,326.0,540.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-04,Hour09,CHBG,326.0,163.0,163.0,540.0,False,False,False,163.0,0.0,163.0,True,False
2026-06-04,Hour10,CHBG,326.0,163.0,163.0,540.0,False,False,False,163.0,0.0,163.0,True,False
2026-06-04,Hour11,CHBG,326.0,163.0,163.0,540.0,False,False,False,163.0,0.0,163.0,True,False
2026-06-04,Hour12,CHBG,326.0,163.0,163.0,540.0,False,False,False,163.0,0.0,163.0,True,False
2026-06-04,Hour13,CHBG,326.0,326.0,326.0,540.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-04,Hour14,CHBG,326.0,326.0,326.0,540.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-04,Hour15,CHBG,326.0,326.0,326.0,540.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-04,Hour16,CHBG,326.0,326.0,326.0,540.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-04,Hour17,CHBG,326.0,326.0,326.0,540.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-04,Hour18,CHBG,326.0,326.0,326.0,540.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-04,Hour19,CHBG,326.0,326.0,326.0,540.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-04,Hour20,CHBG,326.0,326.0,326.0,540.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-04,Hour21,CHBG,326.0,326.0,326.0,540.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-04,Hour22,CHBG,326.0,326.0,326.0,540.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-04,Hour23,CHBG,326.0,326.0,326.0,540.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-04,Hour24,CHBG,326.0,326.0,326.0,540.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-05,Hour01,CHBG,326.0,326.0,326.0,540.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-05,Hour02,CHBG,326.0,326.0,326.0,540.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-05,Hour03,CHBG,326.0,326.0,326.0,540.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-05,Hour04,CHBG,326.0,326.0,326.0,540.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-05,Hour05,CHBG,326.0,326.0,326.0,540.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-05,Hour06,CHBG,326.0,326.0,326.0,540.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-05,Hour07,CHBG,326.0,326.0,326.0,540.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-05,Hour08,CHBG,326.0,326.0,326.0,540.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-05,Hour09,CHBG,326.0,326.0,326.0,540.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-05,Hour10,CHBG,326.0,326.0,326.0,540.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-05,Hour11,CHBG,326.0,326.0,326.0,540.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-05,Hour12,CHBG,326.0,326.0,326.0,540.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-05,Hour13,CHBG,326.0,326.0,326.0,540.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-05,Hour14,CHBG,326.0,326.0,326.0,540.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-05,Hour15,CHBG,326.0,326.0,326.0,540.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-05,Hour16,CHBG,326.0,326.0,326.0,540.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-05,Hour17,CHBG,326.0,326.0,326.0,540.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-05,Hour18,CHBG,326.0,326.0,326.0,540.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-05,Hour19,CHBG,326.0,326.0,326.0,540.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-05,Hour20,CHBG,326.0,326.0,326.0,540.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-05,Hour21,CHBG,326.0,326.0,326.0,540.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-05,Hour22,CHBG,326.0,326.0,326.0,540.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-05,Hour23,CHBG,326.0,326.0,326.0,540.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-05,Hour24,CHBG,326.0,326.0,326.0,540.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-06,Hour01,CHBG,326.0,326.0,326.0,540.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-06,Hour02,CHBG,326.0,326.0,326.0,540.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-06,Hour03,CHBG,326.0,326.0,326.0,540.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-06,Hour04,CHBG,326.0,326.0,326.0,540.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-06,Hour05,CHBG,326.0,326.0,326.0,540.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-06,Hour06,CHBG,326.0,326.0,326.0,540.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-06,Hour07,CHBG,326.0,326.0,326.0,540.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-06,Hour08,CHBG,326.0,326.0,326.0,540.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-06,Hour09,CHBG,326.0,326.0,326.0,540.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-06,Hour10,CHBG,326.0,326.0,326.0,540.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-06,Hour11,CHBG,326.0,326.0,326.0,540.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-06,Hour12,CHBG,326.0,326.0,326.0,540.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-06,Hour13,CHBG,326.0,326.0,326.0,540.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-06,Hour14,CHBG,326.0,326.0,326.0,540.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-06,Hour15,CHBG,326.0,326.0,326.0,540.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-06,Hour16,CHBG,326.0,326.0,326.0,540.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-06,Hour17,CHBG,326.0,326.0,326.0,540.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-06,Hour18,CHBG,326.0,326.0,326.0,540.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-06,Hour19,CHBG,326.0,326.0,326.0,540.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-06,Hour20,CHBG,326.0,326.0,326.0,540.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-06,Hour21,CHBG,326.0,326.0,326.0,540.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-06,Hour22,CHBG,326.0,326.0,326.0,540.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-06,Hour23,CHBG,326.0,326.0,326.0,540.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-06,Hour24,CHBG,326.0,326.0,326.0,540.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-07,Hour01,CHBG,330.0,330.0,330.0,540.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-07,Hour02,CHBG,330.0,330.0,330.0,540.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-07,Hour03,CHBG,330.0,330.0,330.0,540.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-07,Hour04,CHBG,330.0,330.0,330.0,540.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-07,Hour05,CHBG,330.0,330.0,330.0,540.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-07,Hour06,CHBG,330.0,330.0,330.0,540.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-07,Hour07,CHBG,330.0,330.0,330.0,540.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-07,Hour08,CHBG,330.0,330.0,330.0,540.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-07,Hour09,CHBG,330.0,330.0,330.0,540.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-07,Hour10,CHBG,330.0,330.0,330.0,540.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-07,Hour11,CHBG,330.0,330.0,330.0,540.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-07,Hour12,CHBG,330.0,330.0,330.0,540.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-07,Hour13,CHBG,330.0,330.0,330.0,540.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-07,Hour14,CHBG,330.0,330.0,330.0,540.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-07,Hour15,CHBG,330.0,330.0,330.0,540.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-07,Hour16,CHBG,330.0,330.0,330.0,540.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-07,Hour17,CHBG,330.0,330.0,330.0,540.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-07,Hour18,CHBG,330.0,330.0,330.0,540.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-07,Hour19,CHBG,330.0,330.0,330.0,540.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-07,Hour20,CHBG,330.0,330.0,330.0,540.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-07,Hour21,CHBG,330.0,330.0,330.0,540.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-07,Hour22,CHBG,330.0,330.0,330.0,540.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-07,Hour23,CHBG,330.0,330.0,330.0,540.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-07,Hour24,CHBG,330.0,330.0,330.0,540.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-01,Hour01,CHVR,875.0,875.0,875.0,1000.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-01,Hour02,CHVR,875.0,875.0,875.0,1000.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-01,Hour03,CHVR,875.0,875.0,875.0,1000.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-01,Hour04,CHVR,875.0,875.0,875.0,1000.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-01,Hour05,CHVR,875.0,875.0,875.0,1000.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-01,Hour06,CHVR,875.0,875.0,875.0,1000.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-01,Hour07,CHVR,875.0,875.0,875.0,1000.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-01,Hour08,CHVR,875.0,875.0,875.0,1000.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-01,Hour09,CHVR,875.0,875.0,875.0,1000.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-01,Hour10,CHVR,875.0,875.0,875.0,1000.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-01,Hour11,CHVR,875.0,875.0,875.0,1000.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-01,Hour12,CHVR,875.0,875.0,875.0,1000.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-01,Hour13,CHVR,875.0,875.0,875.0,1000.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-01,Hour14,CHVR,875.0,875.0,875.0,1000.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-01,Hour15,CHVR,875.0,875.0,875.0,1000.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-01,Hour16,CHVR,875.0,875.0,875.0,1000.0,False,False,False,0.0,0.0,0.0,True,False
2026-06-01,Hour17,CHVR,875.0,875.0,875.0,1000.0,False,False,False,0.0,0.0,0.0,True,False
