call_id,target,metric_id,entity,periodicity,url,start_date,end_date,filter_values,filter_count,output_dir,unit,granularity,timezone
demanda_sin_diaria__2023-01-01__2023-01-30__b001,demanda_sin_diaria,DemaSIN,Sistema,DailyEntities,https://servapibi.xm.com.co/daily,2023-01-01,2023-01-30,[],0,data/raw/xm/demanda/demanda_sin_diaria,kWh,diaria,America/Bogota; confirmar contra respuesta XM
demanda_sin_diaria__2023-01-31__2023-03-01__b001,demanda_sin_diaria,DemaSIN,Sistema,DailyEntities,https://servapibi.xm.com.co/daily,2023-01-31,2023-03-01,[],0,data/raw/xm/demanda/demanda_sin_diaria,kWh,diaria,America/Bogota; confirmar contra respuesta XM
demanda_sin_diaria__2023-03-02__2023-03-31__b001,demanda_sin_diaria,DemaSIN,Sistema,DailyEntities,https://servapibi.xm.com.co/daily,2023-03-02,2023-03-31,[],0,data/raw/xm/demanda/demanda_sin_diaria,kWh,diaria,America/Bogota; confirmar contra respuesta XM
demanda_sin_diaria__2023-04-01__2023-04-30__b001,demanda_sin_diaria,DemaSIN,Sistema,DailyEntities,https://servapibi.xm.com.co/daily,2023-04-01,2023-04-30,[],0,data/raw/xm/demanda/demanda_sin_diaria,kWh,diaria,America/Bogota; confirmar contra respuesta XM
demanda_sin_diaria__2023-05-01__2023-05-30__b001,demanda_sin_diaria,DemaSIN,Sistema,DailyEntities,https://servapibi.xm.com.co/daily,2023-05-01,2023-05-30,[],0,data/raw/xm/demanda/demanda_sin_diaria,kWh,diaria,America/Bogota; confirmar contra respuesta XM
demanda_sin_diaria__2023-05-31__2023-06-29__b001,demanda_sin_diaria,DemaSIN,Sistema,DailyEntities,https://servapibi.xm.com.co/daily,2023-05-31,2023-06-29,[],0,data/raw/xm/demanda/demanda_sin_diaria,kWh,diaria,America/Bogota; confirmar contra respuesta XM
demanda_sin_diaria__2023-06-30__2023-07-29__b001,demanda_sin_diaria,DemaSIN,Sistema,DailyEntities,https://servapibi.xm.com.co/daily,2023-06-30,2023-07-29,[],0,data/raw/xm/demanda/demanda_sin_diaria,kWh,diaria,America/Bogota; confirmar contra respuesta XM
demanda_sin_diaria__2023-07-30__2023-08-28__b001,demanda_sin_diaria,DemaSIN,Sistema,DailyEntities,https://servapibi.xm.com.co/daily,2023-07-30,2023-08-28,[],0,data/raw/xm/demanda/demanda_sin_diaria,kWh,diaria,America/Bogota; confirmar contra respuesta XM
demanda_sin_diaria__2023-08-29__2023-09-27__b001,demanda_sin_diaria,DemaSIN,Sistema,DailyEntities,https://servapibi.xm.com.co/daily,2023-08-29,2023-09-27,[],0,data/raw/xm/demanda/demanda_sin_diaria,kWh,diaria,America/Bogota; confirmar contra respuesta XM
demanda_sin_diaria__2023-09-28__2023-10-27__b001,demanda_sin_diaria,DemaSIN,Sistema,DailyEntities,https://servapibi.xm.com.co/daily,2023-09-28,2023-10-27,[],0,data/raw/xm/demanda/demanda_sin_diaria,kWh,diaria,America/Bogota; confirmar contra respuesta XM
demanda_sin_diaria__2023-10-28__2023-11-26__b001,demanda_sin_diaria,DemaSIN,Sistema,DailyEntities,https://servapibi.xm.com.co/daily,2023-10-28,2023-11-26,[],0,data/raw/xm/demanda/demanda_sin_diaria,kWh,diaria,America/Bogota; confirmar contra respuesta XM
demanda_sin_diaria__2023-11-27__2023-12-26__b001,demanda_sin_diaria,DemaSIN,Sistema,DailyEntities,https://servapibi.xm.com.co/daily,2023-11-27,2023-12-26,[],0,data/raw/xm/demanda/demanda_sin_diaria,kWh,diaria,America/Bogota; confirmar contra respuesta XM
demanda_sin_diaria__2023-12-27__2024-01-25__b001,demanda_sin_diaria,DemaSIN,Sistema,DailyEntities,https://servapibi.xm.com.co/daily,2023-12-27,2024-01-25,[],0,data/raw/xm/demanda/demanda_sin_diaria,kWh,diaria,America/Bogota; confirmar contra respuesta XM
demanda_sin_diaria__2024-01-26__2024-02-24__b001,demanda_sin_diaria,DemaSIN,Sistema,DailyEntities,https://servapibi.xm.com.co/daily,2024-01-26,2024-02-24,[],0,data/raw/xm/demanda/demanda_sin_diaria,kWh,diaria,America/Bogota; confirmar contra respuesta XM
demanda_sin_diaria__2024-02-25__2024-03-25__b001,demanda_sin_diaria,DemaSIN,Sistema,DailyEntities,https://servapibi.xm.com.co/daily,2024-02-25,2024-03-25,[],0,data/raw/xm/demanda/demanda_sin_diaria,kWh,diaria,America/Bogota; confirmar contra respuesta XM
demanda_sin_diaria__2024-03-26__2024-04-24__b001,demanda_sin_diaria,DemaSIN,Sistema,DailyEntities,https://servapibi.xm.com.co/daily,2024-03-26,2024-04-24,[],0,data/raw/xm/demanda/demanda_sin_diaria,kWh,diaria,America/Bogota; confirmar contra respuesta XM
demanda_sin_diaria__2024-04-25__2024-05-24__b001,demanda_sin_diaria,DemaSIN,Sistema,DailyEntities,https://servapibi.xm.com.co/daily,2024-04-25,2024-05-24,[],0,data/raw/xm/demanda/demanda_sin_diaria,kWh,diaria,America/Bogota; confirmar contra respuesta XM
demanda_sin_diaria__2024-05-25__2024-06-23__b001,demanda_sin_diaria,DemaSIN,Sistema,DailyEntities,https://servapibi.xm.com.co/daily,2024-05-25,2024-06-23,[],0,data/raw/xm/demanda/demanda_sin_diaria,kWh,diaria,America/Bogota; confirmar contra respuesta XM
demanda_sin_diaria__2024-06-24__2024-07-23__b001,demanda_sin_diaria,DemaSIN,Sistema,DailyEntities,https://servapibi.xm.com.co/daily,2024-06-24,2024-07-23,[],0,data/raw/xm/demanda/demanda_sin_diaria,kWh,diaria,America/Bogota; confirmar contra respuesta XM
demanda_sin_diaria__2024-07-24__2024-08-22__b001,demanda_sin_diaria,DemaSIN,Sistema,DailyEntities,https://servapibi.xm.com.co/daily,2024-07-24,2024-08-22,[],0,data/raw/xm/demanda/demanda_sin_diaria,kWh,diaria,America/Bogota; confirmar contra respuesta XM
demanda_sin_diaria__2024-08-23__2024-09-21__b001,demanda_sin_diaria,DemaSIN,Sistema,DailyEntities,https://servapibi.xm.com.co/daily,2024-08-23,2024-09-21,[],0,data/raw/xm/demanda/demanda_sin_diaria,kWh,diaria,America/Bogota; confirmar contra respuesta XM
demanda_sin_diaria__2024-09-22__2024-10-21__b001,demanda_sin_diaria,DemaSIN,Sistema,DailyEntities,https://servapibi.xm.com.co/daily,2024-09-22,2024-10-21,[],0,data/raw/xm/demanda/demanda_sin_diaria,kWh,diaria,America/Bogota; confirmar contra respuesta XM
demanda_sin_diaria__2024-10-22__2024-11-20__b001,demanda_sin_diaria,DemaSIN,Sistema,DailyEntities,https://servapibi.xm.com.co/daily,2024-10-22,2024-11-20,[],0,data/raw/xm/demanda/demanda_sin_diaria,kWh,diaria,America/Bogota; confirmar contra respuesta XM
demanda_sin_diaria__2024-11-21__2024-12-20__b001,demanda_sin_diaria,DemaSIN,Sistema,DailyEntities,https://servapibi.xm.com.co/daily,2024-11-21,2024-12-20,[],0,data/raw/xm/demanda/demanda_sin_diaria,kWh,diaria,America/Bogota; confirmar contra respuesta XM
demanda_sin_diaria__2024-12-21__2025-01-19__b001,demanda_sin_diaria,DemaSIN,Sistema,DailyEntities,https://servapibi.xm.com.co/daily,2024-12-21,2025-01-19,[],0,data/raw/xm/demanda/demanda_sin_diaria,kWh,diaria,America/Bogota; confirmar contra respuesta XM
demanda_sin_diaria__2025-01-20__2025-02-18__b001,demanda_sin_diaria,DemaSIN,Sistema,DailyEntities,https://servapibi.xm.com.co/daily,2025-01-20,2025-02-18,[],0,data/raw/xm/demanda/demanda_sin_diaria,kWh,diaria,America/Bogota; confirmar contra respuesta XM
demanda_sin_diaria__2025-02-19__2025-03-20__b001,demanda_sin_diaria,DemaSIN,Sistema,DailyEntities,https://servapibi.xm.com.co/daily,2025-02-19,2025-03-20,[],0,data/raw/xm/demanda/demanda_sin_diaria,kWh,diaria,America/Bogota; confirmar contra respuesta XM
demanda_sin_diaria__2025-03-21__2025-04-19__b001,demanda_sin_diaria,DemaSIN,Sistema,DailyEntities,https://servapibi.xm.com.co/daily,2025-03-21,2025-04-19,[],0,data/raw/xm/demanda/demanda_sin_diaria,kWh,diaria,America/Bogota; confirmar contra respuesta XM
demanda_sin_diaria__2025-04-20__2025-05-19__b001,demanda_sin_diaria,DemaSIN,Sistema,DailyEntities,https://servapibi.xm.com.co/daily,2025-04-20,2025-05-19,[],0,data/raw/xm/demanda/demanda_sin_diaria,kWh,diaria,America/Bogota; confirmar contra respuesta XM
demanda_sin_diaria__2025-05-20__2025-06-18__b001,demanda_sin_diaria,DemaSIN,Sistema,DailyEntities,https://servapibi.xm.com.co/daily,2025-05-20,2025-06-18,[],0,data/raw/xm/demanda/demanda_sin_diaria,kWh,diaria,America/Bogota; confirmar contra respuesta XM
demanda_sin_diaria__2025-06-19__2025-07-18__b001,demanda_sin_diaria,DemaSIN,Sistema,DailyEntities,https://servapibi.xm.com.co/daily,2025-06-19,2025-07-18,[],0,data/raw/xm/demanda/demanda_sin_diaria,kWh,diaria,America/Bogota; confirmar contra respuesta XM
demanda_sin_diaria__2025-07-19__2025-08-17__b001,demanda_sin_diaria,DemaSIN,Sistema,DailyEntities,https://servapibi.xm.com.co/daily,2025-07-19,2025-08-17,[],0,data/raw/xm/demanda/demanda_sin_diaria,kWh,diaria,America/Bogota; confirmar contra respuesta XM
demanda_sin_diaria__2025-08-18__2025-09-16__b001,demanda_sin_diaria,DemaSIN,Sistema,DailyEntities,https://servapibi.xm.com.co/daily,2025-08-18,2025-09-16,[],0,data/raw/xm/demanda/demanda_sin_diaria,kWh,diaria,America/Bogota; confirmar contra respuesta XM
demanda_sin_diaria__2025-09-17__2025-10-16__b001,demanda_sin_diaria,DemaSIN,Sistema,DailyEntities,https://servapibi.xm.com.co/daily,2025-09-17,2025-10-16,[],0,data/raw/xm/demanda/demanda_sin_diaria,kWh,diaria,America/Bogota; confirmar contra respuesta XM
demanda_sin_diaria__2025-10-17__2025-11-15__b001,demanda_sin_diaria,DemaSIN,Sistema,DailyEntities,https://servapibi.xm.com.co/daily,2025-10-17,2025-11-15,[],0,data/raw/xm/demanda/demanda_sin_diaria,kWh,diaria,America/Bogota; confirmar contra respuesta XM
demanda_sin_diaria__2025-11-16__2025-12-15__b001,demanda_sin_diaria,DemaSIN,Sistema,DailyEntities,https://servapibi.xm.com.co/daily,2025-11-16,2025-12-15,[],0,data/raw/xm/demanda/demanda_sin_diaria,kWh,diaria,America/Bogota; confirmar contra respuesta XM
demanda_sin_diaria__2025-12-16__2026-01-14__b001,demanda_sin_diaria,DemaSIN,Sistema,DailyEntities,https://servapibi.xm.com.co/daily,2025-12-16,2026-01-14,[],0,data/raw/xm/demanda/demanda_sin_diaria,kWh,diaria,America/Bogota; confirmar contra respuesta XM
demanda_sin_diaria__2026-01-15__2026-02-13__b001,demanda_sin_diaria,DemaSIN,Sistema,DailyEntities,https://servapibi.xm.com.co/daily,2026-01-15,2026-02-13,[],0,data/raw/xm/demanda/demanda_sin_diaria,kWh,diaria,America/Bogota; confirmar contra respuesta XM
demanda_sin_diaria__2026-02-14__2026-03-15__b001,demanda_sin_diaria,DemaSIN,Sistema,DailyEntities,https://servapibi.xm.com.co/daily,2026-02-14,2026-03-15,[],0,data/raw/xm/demanda/demanda_sin_diaria,kWh,diaria,America/Bogota; confirmar contra respuesta XM
demanda_sin_diaria__2026-03-16__2026-04-14__b001,demanda_sin_diaria,DemaSIN,Sistema,DailyEntities,https://servapibi.xm.com.co/daily,2026-03-16,2026-04-14,[],0,data/raw/xm/demanda/demanda_sin_diaria,kWh,diaria,America/Bogota; confirmar contra respuesta XM
demanda_sin_diaria__2026-04-15__2026-05-14__b001,demanda_sin_diaria,DemaSIN,Sistema,DailyEntities,https://servapibi.xm.com.co/daily,2026-04-15,2026-05-14,[],0,data/raw/xm/demanda/demanda_sin_diaria,kWh,diaria,America/Bogota; confirmar contra respuesta XM
demanda_sin_diaria__2026-05-15__2026-06-13__b001,demanda_sin_diaria,DemaSIN,Sistema,DailyEntities,https://servapibi.xm.com.co/daily,2026-05-15,2026-06-13,[],0,data/raw/xm/demanda/demanda_sin_diaria,kWh,diaria,America/Bogota; confirmar contra respuesta XM
demanda_sin_diaria__2026-06-14__2026-07-13__b001,demanda_sin_diaria,DemaSIN,Sistema,DailyEntities,https://servapibi.xm.com.co/daily,2026-06-14,2026-07-13,[],0,data/raw/xm/demanda/demanda_sin_diaria,kWh,diaria,America/Bogota; confirmar contra respuesta XM
demanda_real_sistema_horaria__2023-01-01__2023-01-30__b001,demanda_real_sistema_horaria,DemaReal,Sistema,HourlyEntities,https://servapibi.xm.com.co/hourly,2023-01-01,2023-01-30,[],0,data/raw/xm/demanda/demanda_real_sistema_horaria,kWh,horaria,America/Bogota; confirmar contra respuesta XM
demanda_real_sistema_horaria__2023-01-31__2023-03-01__b001,demanda_real_sistema_horaria,DemaReal,Sistema,HourlyEntities,https://servapibi.xm.com.co/hourly,2023-01-31,2023-03-01,[],0,data/raw/xm/demanda/demanda_real_sistema_horaria,kWh,horaria,America/Bogota; confirmar contra respuesta XM
demanda_real_sistema_horaria__2023-03-02__2023-03-31__b001,demanda_real_sistema_horaria,DemaReal,Sistema,HourlyEntities,https://servapibi.xm.com.co/hourly,2023-03-02,2023-03-31,[],0,data/raw/xm/demanda/demanda_real_sistema_horaria,kWh,horaria,America/Bogota; confirmar contra respuesta XM
demanda_real_sistema_horaria__2023-04-01__2023-04-30__b001,demanda_real_sistema_horaria,DemaReal,Sistema,HourlyEntities,https://servapibi.xm.com.co/hourly,2023-04-01,2023-04-30,[],0,data/raw/xm/demanda/demanda_real_sistema_horaria,kWh,horaria,America/Bogota; confirmar contra respuesta XM
demanda_real_sistema_horaria__2023-05-01__2023-05-30__b001,demanda_real_sistema_horaria,DemaReal,Sistema,HourlyEntities,https://servapibi.xm.com.co/hourly,2023-05-01,2023-05-30,[],0,data/raw/xm/demanda/demanda_real_sistema_horaria,kWh,horaria,America/Bogota; confirmar contra respuesta XM
demanda_real_sistema_horaria__2023-05-31__2023-06-29__b001,demanda_real_sistema_horaria,DemaReal,Sistema,HourlyEntities,https://servapibi.xm.com.co/hourly,2023-05-31,2023-06-29,[],0,data/raw/xm/demanda/demanda_real_sistema_horaria,kWh,horaria,America/Bogota; confirmar contra respuesta XM
demanda_real_sistema_horaria__2023-06-30__2023-07-29__b001,demanda_real_sistema_horaria,DemaReal,Sistema,HourlyEntities,https://servapibi.xm.com.co/hourly,2023-06-30,2023-07-29,[],0,data/raw/xm/demanda/demanda_real_sistema_horaria,kWh,horaria,America/Bogota; confirmar contra respuesta XM
demanda_real_sistema_horaria__2023-07-30__2023-08-28__b001,demanda_real_sistema_horaria,DemaReal,Sistema,HourlyEntities,https://servapibi.xm.com.co/hourly,2023-07-30,2023-08-28,[],0,data/raw/xm/demanda/demanda_real_sistema_horaria,kWh,horaria,America/Bogota; confirmar contra respuesta XM
demanda_real_sistema_horaria__2023-08-29__2023-09-27__b001,demanda_real_sistema_horaria,DemaReal,Sistema,HourlyEntities,https://servapibi.xm.com.co/hourly,2023-08-29,2023-09-27,[],0,data/raw/xm/demanda/demanda_real_sistema_horaria,kWh,horaria,America/Bogota; confirmar contra respuesta XM
demanda_real_sistema_horaria__2023-09-28__2023-10-27__b001,demanda_real_sistema_horaria,DemaReal,Sistema,HourlyEntities,https://servapibi.xm.com.co/hourly,2023-09-28,2023-10-27,[],0,data/raw/xm/demanda/demanda_real_sistema_horaria,kWh,horaria,America/Bogota; confirmar contra respuesta XM
demanda_real_sistema_horaria__2023-10-28__2023-11-26__b001,demanda_real_sistema_horaria,DemaReal,Sistema,HourlyEntities,https://servapibi.xm.com.co/hourly,2023-10-28,2023-11-26,[],0,data/raw/xm/demanda/demanda_real_sistema_horaria,kWh,horaria,America/Bogota; confirmar contra respuesta XM
demanda_real_sistema_horaria__2023-11-27__2023-12-26__b001,demanda_real_sistema_horaria,DemaReal,Sistema,HourlyEntities,https://servapibi.xm.com.co/hourly,2023-11-27,2023-12-26,[],0,data/raw/xm/demanda/demanda_real_sistema_horaria,kWh,horaria,America/Bogota; confirmar contra respuesta XM
demanda_real_sistema_horaria__2023-12-27__2024-01-25__b001,demanda_real_sistema_horaria,DemaReal,Sistema,HourlyEntities,https://servapibi.xm.com.co/hourly,2023-12-27,2024-01-25,[],0,data/raw/xm/demanda/demanda_real_sistema_horaria,kWh,horaria,America/Bogota; confirmar contra respuesta XM
demanda_real_sistema_horaria__2024-01-26__2024-02-24__b001,demanda_real_sistema_horaria,DemaReal,Sistema,HourlyEntities,https://servapibi.xm.com.co/hourly,2024-01-26,2024-02-24,[],0,data/raw/xm/demanda/demanda_real_sistema_horaria,kWh,horaria,America/Bogota; confirmar contra respuesta XM
demanda_real_sistema_horaria__2024-02-25__2024-03-25__b001,demanda_real_sistema_horaria,DemaReal,Sistema,HourlyEntities,https://servapibi.xm.com.co/hourly,2024-02-25,2024-03-25,[],0,data/raw/xm/demanda/demanda_real_sistema_horaria,kWh,horaria,America/Bogota; confirmar contra respuesta XM
demanda_real_sistema_horaria__2024-03-26__2024-04-24__b001,demanda_real_sistema_horaria,DemaReal,Sistema,HourlyEntities,https://servapibi.xm.com.co/hourly,2024-03-26,2024-04-24,[],0,data/raw/xm/demanda/demanda_real_sistema_horaria,kWh,horaria,America/Bogota; confirmar contra respuesta XM
demanda_real_sistema_horaria__2024-04-25__2024-05-24__b001,demanda_real_sistema_horaria,DemaReal,Sistema,HourlyEntities,https://servapibi.xm.com.co/hourly,2024-04-25,2024-05-24,[],0,data/raw/xm/demanda/demanda_real_sistema_horaria,kWh,horaria,America/Bogota; confirmar contra respuesta XM
demanda_real_sistema_horaria__2024-05-25__2024-06-23__b001,demanda_real_sistema_horaria,DemaReal,Sistema,HourlyEntities,https://servapibi.xm.com.co/hourly,2024-05-25,2024-06-23,[],0,data/raw/xm/demanda/demanda_real_sistema_horaria,kWh,horaria,America/Bogota; confirmar contra respuesta XM
demanda_real_sistema_horaria__2024-06-24__2024-07-23__b001,demanda_real_sistema_horaria,DemaReal,Sistema,HourlyEntities,https://servapibi.xm.com.co/hourly,2024-06-24,2024-07-23,[],0,data/raw/xm/demanda/demanda_real_sistema_horaria,kWh,horaria,America/Bogota; confirmar contra respuesta XM
demanda_real_sistema_horaria__2024-07-24__2024-08-22__b001,demanda_real_sistema_horaria,DemaReal,Sistema,HourlyEntities,https://servapibi.xm.com.co/hourly,2024-07-24,2024-08-22,[],0,data/raw/xm/demanda/demanda_real_sistema_horaria,kWh,horaria,America/Bogota; confirmar contra respuesta XM
demanda_real_sistema_horaria__2024-08-23__2024-09-21__b001,demanda_real_sistema_horaria,DemaReal,Sistema,HourlyEntities,https://servapibi.xm.com.co/hourly,2024-08-23,2024-09-21,[],0,data/raw/xm/demanda/demanda_real_sistema_horaria,kWh,horaria,America/Bogota; confirmar contra respuesta XM
demanda_real_sistema_horaria__2024-09-22__2024-10-21__b001,demanda_real_sistema_horaria,DemaReal,Sistema,HourlyEntities,https://servapibi.xm.com.co/hourly,2024-09-22,2024-10-21,[],0,data/raw/xm/demanda/demanda_real_sistema_horaria,kWh,horaria,America/Bogota; confirmar contra respuesta XM
demanda_real_sistema_horaria__2024-10-22__2024-11-20__b001,demanda_real_sistema_horaria,DemaReal,Sistema,HourlyEntities,https://servapibi.xm.com.co/hourly,2024-10-22,2024-11-20,[],0,data/raw/xm/demanda/demanda_real_sistema_horaria,kWh,horaria,America/Bogota; confirmar contra respuesta XM
demanda_real_sistema_horaria__2024-11-21__2024-12-20__b001,demanda_real_sistema_horaria,DemaReal,Sistema,HourlyEntities,https://servapibi.xm.com.co/hourly,2024-11-21,2024-12-20,[],0,data/raw/xm/demanda/demanda_real_sistema_horaria,kWh,horaria,America/Bogota; confirmar contra respuesta XM
demanda_real_sistema_horaria__2024-12-21__2025-01-19__b001,demanda_real_sistema_horaria,DemaReal,Sistema,HourlyEntities,https://servapibi.xm.com.co/hourly,2024-12-21,2025-01-19,[],0,data/raw/xm/demanda/demanda_real_sistema_horaria,kWh,horaria,America/Bogota; confirmar contra respuesta XM
demanda_real_sistema_horaria__2025-01-20__2025-02-18__b001,demanda_real_sistema_horaria,DemaReal,Sistema,HourlyEntities,https://servapibi.xm.com.co/hourly,2025-01-20,2025-02-18,[],0,data/raw/xm/demanda/demanda_real_sistema_horaria,kWh,horaria,America/Bogota; confirmar contra respuesta XM
demanda_real_sistema_horaria__2025-02-19__2025-03-20__b001,demanda_real_sistema_horaria,DemaReal,Sistema,HourlyEntities,https://servapibi.xm.com.co/hourly,2025-02-19,2025-03-20,[],0,data/raw/xm/demanda/demanda_real_sistema_horaria,kWh,horaria,America/Bogota; confirmar contra respuesta XM
demanda_real_sistema_horaria__2025-03-21__2025-04-19__b001,demanda_real_sistema_horaria,DemaReal,Sistema,HourlyEntities,https://servapibi.xm.com.co/hourly,2025-03-21,2025-04-19,[],0,data/raw/xm/demanda/demanda_real_sistema_horaria,kWh,horaria,America/Bogota; confirmar contra respuesta XM
demanda_real_sistema_horaria__2025-04-20__2025-05-19__b001,demanda_real_sistema_horaria,DemaReal,Sistema,HourlyEntities,https://servapibi.xm.com.co/hourly,2025-04-20,2025-05-19,[],0,data/raw/xm/demanda/demanda_real_sistema_horaria,kWh,horaria,America/Bogota; confirmar contra respuesta XM
demanda_real_sistema_horaria__2025-05-20__2025-06-18__b001,demanda_real_sistema_horaria,DemaReal,Sistema,HourlyEntities,https://servapibi.xm.com.co/hourly,2025-05-20,2025-06-18,[],0,data/raw/xm/demanda/demanda_real_sistema_horaria,kWh,horaria,America/Bogota; confirmar contra respuesta XM
demanda_real_sistema_horaria__2025-06-19__2025-07-18__b001,demanda_real_sistema_horaria,DemaReal,Sistema,HourlyEntities,https://servapibi.xm.com.co/hourly,2025-06-19,2025-07-18,[],0,data/raw/xm/demanda/demanda_real_sistema_horaria,kWh,horaria,America/Bogota; confirmar contra respuesta XM
demanda_real_sistema_horaria__2025-07-19__2025-08-17__b001,demanda_real_sistema_horaria,DemaReal,Sistema,HourlyEntities,https://servapibi.xm.com.co/hourly,2025-07-19,2025-08-17,[],0,data/raw/xm/demanda/demanda_real_sistema_horaria,kWh,horaria,America/Bogota; confirmar contra respuesta XM
demanda_real_sistema_horaria__2025-08-18__2025-09-16__b001,demanda_real_sistema_horaria,DemaReal,Sistema,HourlyEntities,https://servapibi.xm.com.co/hourly,2025-08-18,2025-09-16,[],0,data/raw/xm/demanda/demanda_real_sistema_horaria,kWh,horaria,America/Bogota; confirmar contra respuesta XM
demanda_real_sistema_horaria__2025-09-17__2025-10-16__b001,demanda_real_sistema_horaria,DemaReal,Sistema,HourlyEntities,https://servapibi.xm.com.co/hourly,2025-09-17,2025-10-16,[],0,data/raw/xm/demanda/demanda_real_sistema_horaria,kWh,horaria,America/Bogota; confirmar contra respuesta XM
demanda_real_sistema_horaria__2025-10-17__2025-11-15__b001,demanda_real_sistema_horaria,DemaReal,Sistema,HourlyEntities,https://servapibi.xm.com.co/hourly,2025-10-17,2025-11-15,[],0,data/raw/xm/demanda/demanda_real_sistema_horaria,kWh,horaria,America/Bogota; confirmar contra respuesta XM
demanda_real_sistema_horaria__2025-11-16__2025-12-15__b001,demanda_real_sistema_horaria,DemaReal,Sistema,HourlyEntities,https://servapibi.xm.com.co/hourly,2025-11-16,2025-12-15,[],0,data/raw/xm/demanda/demanda_real_sistema_horaria,kWh,horaria,America/Bogota; confirmar contra respuesta XM
demanda_real_sistema_horaria__2025-12-16__2026-01-14__b001,demanda_real_sistema_horaria,DemaReal,Sistema,HourlyEntities,https://servapibi.xm.com.co/hourly,2025-12-16,2026-01-14,[],0,data/raw/xm/demanda/demanda_real_sistema_horaria,kWh,horaria,America/Bogota; confirmar contra respuesta XM
demanda_real_sistema_horaria__2026-01-15__2026-02-13__b001,demanda_real_sistema_horaria,DemaReal,Sistema,HourlyEntities,https://servapibi.xm.com.co/hourly,2026-01-15,2026-02-13,[],0,data/raw/xm/demanda/demanda_real_sistema_horaria,kWh,horaria,America/Bogota; confirmar contra respuesta XM
demanda_real_sistema_horaria__2026-02-14__2026-03-15__b001,demanda_real_sistema_horaria,DemaReal,Sistema,HourlyEntities,https://servapibi.xm.com.co/hourly,2026-02-14,2026-03-15,[],0,data/raw/xm/demanda/demanda_real_sistema_horaria,kWh,horaria,America/Bogota; confirmar contra respuesta XM
demanda_real_sistema_horaria__2026-03-16__2026-04-14__b001,demanda_real_sistema_horaria,DemaReal,Sistema,HourlyEntities,https://servapibi.xm.com.co/hourly,2026-03-16,2026-04-14,[],0,data/raw/xm/demanda/demanda_real_sistema_horaria,kWh,horaria,America/Bogota; confirmar contra respuesta XM
demanda_real_sistema_horaria__2026-04-15__2026-05-14__b001,demanda_real_sistema_horaria,DemaReal,Sistema,HourlyEntities,https://servapibi.xm.com.co/hourly,2026-04-15,2026-05-14,[],0,data/raw/xm/demanda/demanda_real_sistema_horaria,kWh,horaria,America/Bogota; confirmar contra respuesta XM
demanda_real_sistema_horaria__2026-05-15__2026-06-13__b001,demanda_real_sistema_horaria,DemaReal,Sistema,HourlyEntities,https://servapibi.xm.com.co/hourly,2026-05-15,2026-06-13,[],0,data/raw/xm/demanda/demanda_real_sistema_horaria,kWh,horaria,America/Bogota; confirmar contra respuesta XM
demanda_real_sistema_horaria__2026-06-14__2026-07-13__b001,demanda_real_sistema_horaria,DemaReal,Sistema,HourlyEntities,https://servapibi.xm.com.co/hourly,2026-06-14,2026-07-13,[],0,data/raw/xm/demanda/demanda_real_sistema_horaria,kWh,horaria,America/Bogota; confirmar contra respuesta XM
generacion_real_por_recurso__2023-01-01__2023-01-30__b001,generacion_real_por_recurso,Gene,Recurso,HourlyEntities,https://servapibi.xm.com.co/hourly,2023-01-01,2023-01-30,"[""2QEK"", ""3ENA"", ""4YCN"", ""5QT6"", ""ALBG"", ""CHBG"", ""CHVR"", ""CLL1"", ""CLMG"", ""CTG1""]",10,data/raw/xm/generacion/generacion_real_por_recurso,kWh,horaria,America/Bogota; confirmar contra respuesta XM
generacion_real_por_recurso__2023-01-01__2023-01-30__b002,generacion_real_por_recurso,Gene,Recurso,HourlyEntities,https://servapibi.xm.com.co/hourly,2023-01-01,2023-01-30,"[""CTG2"", ""CTG3"", ""CUC1"", ""DVS1"", ""ESMR"", ""GE32"", ""GEC3"", ""GTPE"", ""GTRG"", ""GVIO""]",10,data/raw/xm/generacion/generacion_real_por_recurso,kWh,horaria,America/Bogota; confirmar contra respuesta XM
generacion_real_por_recurso__2023-01-01__2023-01-30__b003,generacion_real_por_recurso,Gene,Recurso,HourlyEntities,https://servapibi.xm.com.co/hourly,2023-01-01,2023-01-30,"[""HMIN"", ""HMLG"", ""JAGS"", ""LTSJ"", ""MOY1"", ""MRL1"", ""PES1"", ""PGUG"", ""PLYS"", ""PPA1""]",10,data/raw/xm/generacion/generacion_real_por_recurso,kWh,horaria,America/Bogota; confirmar contra respuesta XM
generacion_real_por_recurso__2023-01-01__2023-01-30__b004,generacion_real_por_recurso,Gene,Recurso,HourlyEntities,https://servapibi.xm.com.co/hourly,2023-01-01,2023-01-30,"[""PPA2"", ""PPA3"", ""PPA4"", ""PRC2"", ""PRC3"", ""PRDO"", ""PRG1"", ""PRG2"", ""QUI1"", ""SLVJ""]",10,data/raw/xm/generacion/generacion_real_por_recurso,kWh,horaria,America/Bogota; confirmar contra respuesta XM
generacion_real_por_recurso__2023-01-01__2023-01-30__b005,generacion_real_por_recurso,Gene,Recurso,HourlyEntities,https://servapibi.xm.com.co/hourly,2023-01-01,2023-01-30,"[""SMI1"", ""SNCR"", ""SNFR"", ""SOG1"", ""TBQ3"", ""TBQ4"", ""TBST"", ""TCBE"", ""TCDT"", ""TDR1""]",10,data/raw/xm/generacion/generacion_real_por_recurso,kWh,horaria,America/Bogota; confirmar contra respuesta XM
