call_id,target,metric_id,entity,periodicity,url,start_date,end_date,filter_values,filter_count,output_dir,unit,granularity,timezone
disponibilidad_real_recurso__2023-05-31__2023-06-29__b006,disponibilidad_real_recurso,DispoReal,Recurso,HourlyEntities,https://servapibi.xm.com.co/hourly,2023-05-31,2023-06-29,"[""TEC1"", ""TFL1"", ""TFL4"", ""TGJ1"", ""TGJ2"", ""TRM1"", ""TRN1"", ""TSJ1"", ""TSJ2"", ""TSR1""]",10,data/raw/xm/disponibilidad/disponibilidad_real_recurso,kW,horaria,America/Bogota; confirmar contra respuesta XM
disponibilidad_real_recurso__2023-05-31__2023-06-29__b007,disponibilidad_real_recurso,DispoReal,Recurso,HourlyEntities,https://servapibi.xm.com.co/hourly,2023-05-31,2023-06-29,"[""TUJ1"", ""TVL1"", ""TYP1"", ""TYP2"", ""TYP3"", ""TYP4"", ""TYP5"", ""URA1"", ""ZPA2"", ""ZPA3""]",10,data/raw/xm/disponibilidad/disponibilidad_real_recurso,kW,horaria,America/Bogota; confirmar contra respuesta XM
disponibilidad_real_recurso__2023-05-31__2023-06-29__b008,disponibilidad_real_recurso,DispoReal,Recurso,HourlyEntities,https://servapibi.xm.com.co/hourly,2023-05-31,2023-06-29,"[""ZPA4"", ""ZPA5""]",2,data/raw/xm/disponibilidad/disponibilidad_real_recurso,kW,horaria,America/Bogota; confirmar contra respuesta XM
disponibilidad_real_recurso__2023-06-30__2023-07-29__b001,disponibilidad_real_recurso,DispoReal,Recurso,HourlyEntities,https://servapibi.xm.com.co/hourly,2023-06-30,2023-07-29,"[""2QEK"", ""3ENA"", ""4YCN"", ""5QT6"", ""ALBG"", ""CHBG"", ""CHVR"", ""CLL1"", ""CLMG"", ""CTG1""]",10,data/raw/xm/disponibilidad/disponibilidad_real_recurso,kW,horaria,America/Bogota; confirmar contra respuesta XM
disponibilidad_real_recurso__2023-06-30__2023-07-29__b002,disponibilidad_real_recurso,DispoReal,Recurso,HourlyEntities,https://servapibi.xm.com.co/hourly,2023-06-30,2023-07-29,"[""CTG2"", ""CTG3"", ""CUC1"", ""DVS1"", ""ESMR"", ""GE32"", ""GEC3"", ""GTPE"", ""GTRG"", ""GVIO""]",10,data/raw/xm/disponibilidad/disponibilidad_real_recurso,kW,horaria,America/Bogota; confirmar contra respuesta XM
disponibilidad_real_recurso__2023-06-30__2023-07-29__b003,disponibilidad_real_recurso,DispoReal,Recurso,HourlyEntities,https://servapibi.xm.com.co/hourly,2023-06-30,2023-07-29,"[""HMIN"", ""HMLG"", ""JAGS"", ""LTSJ"", ""MOY1"", ""MRL1"", ""PES1"", ""PGUG"", ""PLYS"", ""PPA1""]",10,data/raw/xm/disponibilidad/disponibilidad_real_recurso,kW,horaria,America/Bogota; confirmar contra respuesta XM
disponibilidad_real_recurso__2023-06-30__2023-07-29__b004,disponibilidad_real_recurso,DispoReal,Recurso,HourlyEntities,https://servapibi.xm.com.co/hourly,2023-06-30,2023-07-29,"[""PPA2"", ""PPA3"", ""PPA4"", ""PRC2"", ""PRC3"", ""PRDO"", ""PRG1"", ""PRG2"", ""QUI1"", ""SLVJ""]",10,data/raw/xm/disponibilidad/disponibilidad_real_recurso,kW,horaria,America/Bogota; confirmar contra respuesta XM
disponibilidad_real_recurso__2023-06-30__2023-07-29__b005,disponibilidad_real_recurso,DispoReal,Recurso,HourlyEntities,https://servapibi.xm.com.co/hourly,2023-06-30,2023-07-29,"[""SMI1"", ""SNCR"", ""SNFR"", ""SOG1"", ""TBQ3"", ""TBQ4"", ""TBST"", ""TCBE"", ""TCDT"", ""TDR1""]",10,data/raw/xm/disponibilidad/disponibilidad_real_recurso,kW,horaria,America/Bogota; confirmar contra respuesta XM
disponibilidad_real_recurso__2023-06-30__2023-07-29__b006,disponibilidad_real_recurso,DispoReal,Recurso,HourlyEntities,https://servapibi.xm.com.co/hourly,2023-06-30,2023-07-29,"[""TEC1"", ""TFL1"", ""TFL4"", ""TGJ1"", ""TGJ2"", ""TRM1"", ""TRN1"", ""TSJ1"", ""TSJ2"", ""TSR1""]",10,data/raw/xm/disponibilidad/disponibilidad_real_recurso,kW,horaria,America/Bogota; confirmar contra respuesta XM
disponibilidad_real_recurso__2023-06-30__2023-07-29__b007,disponibilidad_real_recurso,DispoReal,Recurso,HourlyEntities,https://servapibi.xm.com.co/hourly,2023-06-30,2023-07-29,"[""TUJ1"", ""TVL1"", ""TYP1"", ""TYP2"", ""TYP3"", ""TYP4"", ""TYP5"", ""URA1"", ""ZPA2"", ""ZPA3""]",10,data/raw/xm/disponibilidad/disponibilidad_real_recurso,kW,horaria,America/Bogota; confirmar contra respuesta XM
disponibilidad_real_recurso__2023-06-30__2023-07-29__b008,disponibilidad_real_recurso,DispoReal,Recurso,HourlyEntities,https://servapibi.xm.com.co/hourly,2023-06-30,2023-07-29,"[""ZPA4"", ""ZPA5""]",2,data/raw/xm/disponibilidad/disponibilidad_real_recurso,kW,horaria,America/Bogota; confirmar contra respuesta XM
disponibilidad_real_recurso__2023-07-30__2023-08-28__b001,disponibilidad_real_recurso,DispoReal,Recurso,HourlyEntities,https://servapibi.xm.com.co/hourly,2023-07-30,2023-08-28,"[""2QEK"", ""3ENA"", ""4YCN"", ""5QT6"", ""ALBG"", ""CHBG"", ""CHVR"", ""CLL1"", ""CLMG"", ""CTG1""]",10,data/raw/xm/disponibilidad/disponibilidad_real_recurso,kW,horaria,America/Bogota; confirmar contra respuesta XM
disponibilidad_real_recurso__2023-07-30__2023-08-28__b002,disponibilidad_real_recurso,DispoReal,Recurso,HourlyEntities,https://servapibi.xm.com.co/hourly,2023-07-30,2023-08-28,"[""CTG2"", ""CTG3"", ""CUC1"", ""DVS1"", ""ESMR"", ""GE32"", ""GEC3"", ""GTPE"", ""GTRG"", ""GVIO""]",10,data/raw/xm/disponibilidad/disponibilidad_real_recurso,kW,horaria,America/Bogota; confirmar contra respuesta XM
disponibilidad_real_recurso__2023-07-30__2023-08-28__b003,disponibilidad_real_recurso,DispoReal,Recurso,HourlyEntities,https://servapibi.xm.com.co/hourly,2023-07-30,2023-08-28,"[""HMIN"", ""HMLG"", ""JAGS"", ""LTSJ"", ""MOY1"", ""MRL1"", ""PES1"", ""PGUG"", ""PLYS"", ""PPA1""]",10,data/raw/xm/disponibilidad/disponibilidad_real_recurso,kW,horaria,America/Bogota; confirmar contra respuesta XM
disponibilidad_real_recurso__2023-07-30__2023-08-28__b004,disponibilidad_real_recurso,DispoReal,Recurso,HourlyEntities,https://servapibi.xm.com.co/hourly,2023-07-30,2023-08-28,"[""PPA2"", ""PPA3"", ""PPA4"", ""PRC2"", ""PRC3"", ""PRDO"", ""PRG1"", ""PRG2"", ""QUI1"", ""SLVJ""]",10,data/raw/xm/disponibilidad/disponibilidad_real_recurso,kW,horaria,America/Bogota; confirmar contra respuesta XM
disponibilidad_real_recurso__2023-07-30__2023-08-28__b005,disponibilidad_real_recurso,DispoReal,Recurso,HourlyEntities,https://servapibi.xm.com.co/hourly,2023-07-30,2023-08-28,"[""SMI1"", ""SNCR"", ""SNFR"", ""SOG1"", ""TBQ3"", ""TBQ4"", ""TBST"", ""TCBE"", ""TCDT"", ""TDR1""]",10,data/raw/xm/disponibilidad/disponibilidad_real_recurso,kW,horaria,America/Bogota; confirmar contra respuesta XM
disponibilidad_real_recurso__2023-07-30__2023-08-28__b006,disponibilidad_real_recurso,DispoReal,Recurso,HourlyEntities,https://servapibi.xm.com.co/hourly,2023-07-30,2023-08-28,"[""TEC1"", ""TFL1"", ""TFL4"", ""TGJ1"", ""TGJ2"", ""TRM1"", ""TRN1"", ""TSJ1"", ""TSJ2"", ""TSR1""]",10,data/raw/xm/disponibilidad/disponibilidad_real_recurso,kW,horaria,America/Bogota; confirmar contra respuesta XM
disponibilidad_real_recurso__2023-07-30__2023-08-28__b007,disponibilidad_real_recurso,DispoReal,Recurso,HourlyEntities,https://servapibi.xm.com.co/hourly,2023-07-30,2023-08-28,"[""TUJ1"", ""TVL1"", ""TYP1"", ""TYP2"", ""TYP3"", ""TYP4"", ""TYP5"", ""URA1"", ""ZPA2"", ""ZPA3""]",10,data/raw/xm/disponibilidad/disponibilidad_real_recurso,kW,horaria,America/Bogota; confirmar contra respuesta XM
disponibilidad_real_recurso__2023-07-30__2023-08-28__b008,disponibilidad_real_recurso,DispoReal,Recurso,HourlyEntities,https://servapibi.xm.com.co/hourly,2023-07-30,2023-08-28,"[""ZPA4"", ""ZPA5""]",2,data/raw/xm/disponibilidad/disponibilidad_real_recurso,kW,horaria,America/Bogota; confirmar contra respuesta XM
disponibilidad_real_recurso__2023-08-29__2023-09-27__b001,disponibilidad_real_recurso,DispoReal,Recurso,HourlyEntities,https://servapibi.xm.com.co/hourly,2023-08-29,2023-09-27,"[""2QEK"", ""3ENA"", ""4YCN"", ""5QT6"", ""ALBG"", ""CHBG"", ""CHVR"", ""CLL1"", ""CLMG"", ""CTG1""]",10,data/raw/xm/disponibilidad/disponibilidad_real_recurso,kW,horaria,America/Bogota; confirmar contra respuesta XM
disponibilidad_real_recurso__2023-08-29__2023-09-27__b002,disponibilidad_real_recurso,DispoReal,Recurso,HourlyEntities,https://servapibi.xm.com.co/hourly,2023-08-29,2023-09-27,"[""CTG2"", ""CTG3"", ""CUC1"", ""DVS1"", ""ESMR"", ""GE32"", ""GEC3"", ""GTPE"", ""GTRG"", ""GVIO""]",10,data/raw/xm/disponibilidad/disponibilidad_real_recurso,kW,horaria,America/Bogota; confirmar contra respuesta XM
disponibilidad_real_recurso__2023-08-29__2023-09-27__b003,disponibilidad_real_recurso,DispoReal,Recurso,HourlyEntities,https://servapibi.xm.com.co/hourly,2023-08-29,2023-09-27,"[""HMIN"", ""HMLG"", ""JAGS"", ""LTSJ"", ""MOY1"", ""MRL1"", ""PES1"", ""PGUG"", ""PLYS"", ""PPA1""]",10,data/raw/xm/disponibilidad/disponibilidad_real_recurso,kW,horaria,America/Bogota; confirmar contra respuesta XM
disponibilidad_real_recurso__2023-08-29__2023-09-27__b004,disponibilidad_real_recurso,DispoReal,Recurso,HourlyEntities,https://servapibi.xm.com.co/hourly,2023-08-29,2023-09-27,"[""PPA2"", ""PPA3"", ""PPA4"", ""PRC2"", ""PRC3"", ""PRDO"", ""PRG1"", ""PRG2"", ""QUI1"", ""SLVJ""]",10,data/raw/xm/disponibilidad/disponibilidad_real_recurso,kW,horaria,America/Bogota; confirmar contra respuesta XM
disponibilidad_real_recurso__2023-08-29__2023-09-27__b005,disponibilidad_real_recurso,DispoReal,Recurso,HourlyEntities,https://servapibi.xm.com.co/hourly,2023-08-29,2023-09-27,"[""SMI1"", ""SNCR"", ""SNFR"", ""SOG1"", ""TBQ3"", ""TBQ4"", ""TBST"", ""TCBE"", ""TCDT"", ""TDR1""]",10,data/raw/xm/disponibilidad/disponibilidad_real_recurso,kW,horaria,America/Bogota; confirmar contra respuesta XM
disponibilidad_real_recurso__2023-08-29__2023-09-27__b006,disponibilidad_real_recurso,DispoReal,Recurso,HourlyEntities,https://servapibi.xm.com.co/hourly,2023-08-29,2023-09-27,"[""TEC1"", ""TFL1"", ""TFL4"", ""TGJ1"", ""TGJ2"", ""TRM1"", ""TRN1"", ""TSJ1"", ""TSJ2"", ""TSR1""]",10,data/raw/xm/disponibilidad/disponibilidad_real_recurso,kW,horaria,America/Bogota; confirmar contra respuesta XM
disponibilidad_real_recurso__2023-08-29__2023-09-27__b007,disponibilidad_real_recurso,DispoReal,Recurso,HourlyEntities,https://servapibi.xm.com.co/hourly,2023-08-29,2023-09-27,"[""TUJ1"", ""TVL1"", ""TYP1"", ""TYP2"", ""TYP3"", ""TYP4"", ""TYP5"", ""URA1"", ""ZPA2"", ""ZPA3""]",10,data/raw/xm/disponibilidad/disponibilidad_real_recurso,kW,horaria,America/Bogota; confirmar contra respuesta XM
disponibilidad_real_recurso__2023-08-29__2023-09-27__b008,disponibilidad_real_recurso,DispoReal,Recurso,HourlyEntities,https://servapibi.xm.com.co/hourly,2023-08-29,2023-09-27,"[""ZPA4"", ""ZPA5""]",2,data/raw/xm/disponibilidad/disponibilidad_real_recurso,kW,horaria,America/Bogota; confirmar contra respuesta XM
disponibilidad_real_recurso__2023-09-28__2023-10-27__b001,disponibilidad_real_recurso,DispoReal,Recurso,HourlyEntities,https://servapibi.xm.com.co/hourly,2023-09-28,2023-10-27,"[""2QEK"", ""3ENA"", ""4YCN"", ""5QT6"", ""ALBG"", ""CHBG"", ""CHVR"", ""CLL1"", ""CLMG"", ""CTG1""]",10,data/raw/xm/disponibilidad/disponibilidad_real_recurso,kW,horaria,America/Bogota; confirmar contra respuesta XM
disponibilidad_real_recurso__2023-09-28__2023-10-27__b002,disponibilidad_real_recurso,DispoReal,Recurso,HourlyEntities,https://servapibi.xm.com.co/hourly,2023-09-28,2023-10-27,"[""CTG2"", ""CTG3"", ""CUC1"", ""DVS1"", ""ESMR"", ""GE32"", ""GEC3"", ""GTPE"", ""GTRG"", ""GVIO""]",10,data/raw/xm/disponibilidad/disponibilidad_real_recurso,kW,horaria,America/Bogota; confirmar contra respuesta XM
disponibilidad_real_recurso__2023-09-28__2023-10-27__b003,disponibilidad_real_recurso,DispoReal,Recurso,HourlyEntities,https://servapibi.xm.com.co/hourly,2023-09-28,2023-10-27,"[""HMIN"", ""HMLG"", ""JAGS"", ""LTSJ"", ""MOY1"", ""MRL1"", ""PES1"", ""PGUG"", ""PLYS"", ""PPA1""]",10,data/raw/xm/disponibilidad/disponibilidad_real_recurso,kW,horaria,America/Bogota; confirmar contra respuesta XM
disponibilidad_real_recurso__2023-09-28__2023-10-27__b004,disponibilidad_real_recurso,DispoReal,Recurso,HourlyEntities,https://servapibi.xm.com.co/hourly,2023-09-28,2023-10-27,"[""PPA2"", ""PPA3"", ""PPA4"", ""PRC2"", ""PRC3"", ""PRDO"", ""PRG1"", ""PRG2"", ""QUI1"", ""SLVJ""]",10,data/raw/xm/disponibilidad/disponibilidad_real_recurso,kW,horaria,America/Bogota; confirmar contra respuesta XM
disponibilidad_real_recurso__2023-09-28__2023-10-27__b005,disponibilidad_real_recurso,DispoReal,Recurso,HourlyEntities,https://servapibi.xm.com.co/hourly,2023-09-28,2023-10-27,"[""SMI1"", ""SNCR"", ""SNFR"", ""SOG1"", ""TBQ3"", ""TBQ4"", ""TBST"", ""TCBE"", ""TCDT"", ""TDR1""]",10,data/raw/xm/disponibilidad/disponibilidad_real_recurso,kW,horaria,America/Bogota; confirmar contra respuesta XM
disponibilidad_real_recurso__2023-09-28__2023-10-27__b006,disponibilidad_real_recurso,DispoReal,Recurso,HourlyEntities,https://servapibi.xm.com.co/hourly,2023-09-28,2023-10-27,"[""TEC1"", ""TFL1"", ""TFL4"", ""TGJ1"", ""TGJ2"", ""TRM1"", ""TRN1"", ""TSJ1"", ""TSJ2"", ""TSR1""]",10,data/raw/xm/disponibilidad/disponibilidad_real_recurso,kW,horaria,America/Bogota; confirmar contra respuesta XM
disponibilidad_real_recurso__2023-09-28__2023-10-27__b007,disponibilidad_real_recurso,DispoReal,Recurso,HourlyEntities,https://servapibi.xm.com.co/hourly,2023-09-28,2023-10-27,"[""TUJ1"", ""TVL1"", ""TYP1"", ""TYP2"", ""TYP3"", ""TYP4"", ""TYP5"", ""URA1"", ""ZPA2"", ""ZPA3""]",10,data/raw/xm/disponibilidad/disponibilidad_real_recurso,kW,horaria,America/Bogota; confirmar contra respuesta XM
disponibilidad_real_recurso__2023-09-28__2023-10-27__b008,disponibilidad_real_recurso,DispoReal,Recurso,HourlyEntities,https://servapibi.xm.com.co/hourly,2023-09-28,2023-10-27,"[""ZPA4"", ""ZPA5""]",2,data/raw/xm/disponibilidad/disponibilidad_real_recurso,kW,horaria,America/Bogota; confirmar contra respuesta XM
disponibilidad_real_recurso__2023-10-28__2023-11-26__b001,disponibilidad_real_recurso,DispoReal,Recurso,HourlyEntities,https://servapibi.xm.com.co/hourly,2023-10-28,2023-11-26,"[""2QEK"", ""3ENA"", ""4YCN"", ""5QT6"", ""ALBG"", ""CHBG"", ""CHVR"", ""CLL1"", ""CLMG"", ""CTG1""]",10,data/raw/xm/disponibilidad/disponibilidad_real_recurso,kW,horaria,America/Bogota; confirmar contra respuesta XM
disponibilidad_real_recurso__2023-10-28__2023-11-26__b002,disponibilidad_real_recurso,DispoReal,Recurso,HourlyEntities,https://servapibi.xm.com.co/hourly,2023-10-28,2023-11-26,"[""CTG2"", ""CTG3"", ""CUC1"", ""DVS1"", ""ESMR"", ""GE32"", ""GEC3"", ""GTPE"", ""GTRG"", ""GVIO""]",10,data/raw/xm/disponibilidad/disponibilidad_real_recurso,kW,horaria,America/Bogota; confirmar contra respuesta XM
disponibilidad_real_recurso__2023-10-28__2023-11-26__b003,disponibilidad_real_recurso,DispoReal,Recurso,HourlyEntities,https://servapibi.xm.com.co/hourly,2023-10-28,2023-11-26,"[""HMIN"", ""HMLG"", ""JAGS"", ""LTSJ"", ""MOY1"", ""MRL1"", ""PES1"", ""PGUG"", ""PLYS"", ""PPA1""]",10,data/raw/xm/disponibilidad/disponibilidad_real_recurso,kW,horaria,America/Bogota; confirmar contra respuesta XM
disponibilidad_real_recurso__2023-10-28__2023-11-26__b004,disponibilidad_real_recurso,DispoReal,Recurso,HourlyEntities,https://servapibi.xm.com.co/hourly,2023-10-28,2023-11-26,"[""PPA2"", ""PPA3"", ""PPA4"", ""PRC2"", ""PRC3"", ""PRDO"", ""PRG1"", ""PRG2"", ""QUI1"", ""SLVJ""]",10,data/raw/xm/disponibilidad/disponibilidad_real_recurso,kW,horaria,America/Bogota; confirmar contra respuesta XM
disponibilidad_real_recurso__2023-10-28__2023-11-26__b005,disponibilidad_real_recurso,DispoReal,Recurso,HourlyEntities,https://servapibi.xm.com.co/hourly,2023-10-28,2023-11-26,"[""SMI1"", ""SNCR"", ""SNFR"", ""SOG1"", ""TBQ3"", ""TBQ4"", ""TBST"", ""TCBE"", ""TCDT"", ""TDR1""]",10,data/raw/xm/disponibilidad/disponibilidad_real_recurso,kW,horaria,America/Bogota; confirmar contra respuesta XM
disponibilidad_real_recurso__2023-10-28__2023-11-26__b006,disponibilidad_real_recurso,DispoReal,Recurso,HourlyEntities,https://servapibi.xm.com.co/hourly,2023-10-28,2023-11-26,"[""TEC1"", ""TFL1"", ""TFL4"", ""TGJ1"", ""TGJ2"", ""TRM1"", ""TRN1"", ""TSJ1"", ""TSJ2"", ""TSR1""]",10,data/raw/xm/disponibilidad/disponibilidad_real_recurso,kW,horaria,America/Bogota; confirmar contra respuesta XM
disponibilidad_real_recurso__2023-10-28__2023-11-26__b007,disponibilidad_real_recurso,DispoReal,Recurso,HourlyEntities,https://servapibi.xm.com.co/hourly,2023-10-28,2023-11-26,"[""TUJ1"", ""TVL1"", ""TYP1"", ""TYP2"", ""TYP3"", ""TYP4"", ""TYP5"", ""URA1"", ""ZPA2"", ""ZPA3""]",10,data/raw/xm/disponibilidad/disponibilidad_real_recurso,kW,horaria,America/Bogota; confirmar contra respuesta XM
disponibilidad_real_recurso__2023-10-28__2023-11-26__b008,disponibilidad_real_recurso,DispoReal,Recurso,HourlyEntities,https://servapibi.xm.com.co/hourly,2023-10-28,2023-11-26,"[""ZPA4"", ""ZPA5""]",2,data/raw/xm/disponibilidad/disponibilidad_real_recurso,kW,horaria,America/Bogota; confirmar contra respuesta XM
disponibilidad_real_recurso__2023-11-27__2023-12-26__b001,disponibilidad_real_recurso,DispoReal,Recurso,HourlyEntities,https://servapibi.xm.com.co/hourly,2023-11-27,2023-12-26,"[""2QEK"", ""3ENA"", ""4YCN"", ""5QT6"", ""ALBG"", ""CHBG"", ""CHVR"", ""CLL1"", ""CLMG"", ""CTG1""]",10,data/raw/xm/disponibilidad/disponibilidad_real_recurso,kW,horaria,America/Bogota; confirmar contra respuesta XM
disponibilidad_real_recurso__2023-11-27__2023-12-26__b002,disponibilidad_real_recurso,DispoReal,Recurso,HourlyEntities,https://servapibi.xm.com.co/hourly,2023-11-27,2023-12-26,"[""CTG2"", ""CTG3"", ""CUC1"", ""DVS1"", ""ESMR"", ""GE32"", ""GEC3"", ""GTPE"", ""GTRG"", ""GVIO""]",10,data/raw/xm/disponibilidad/disponibilidad_real_recurso,kW,horaria,America/Bogota; confirmar contra respuesta XM
disponibilidad_real_recurso__2023-11-27__2023-12-26__b003,disponibilidad_real_recurso,DispoReal,Recurso,HourlyEntities,https://servapibi.xm.com.co/hourly,2023-11-27,2023-12-26,"[""HMIN"", ""HMLG"", ""JAGS"", ""LTSJ"", ""MOY1"", ""MRL1"", ""PES1"", ""PGUG"", ""PLYS"", ""PPA1""]",10,data/raw/xm/disponibilidad/disponibilidad_real_recurso,kW,horaria,America/Bogota; confirmar contra respuesta XM
disponibilidad_real_recurso__2023-11-27__2023-12-26__b004,disponibilidad_real_recurso,DispoReal,Recurso,HourlyEntities,https://servapibi.xm.com.co/hourly,2023-11-27,2023-12-26,"[""PPA2"", ""PPA3"", ""PPA4"", ""PRC2"", ""PRC3"", ""PRDO"", ""PRG1"", ""PRG2"", ""QUI1"", ""SLVJ""]",10,data/raw/xm/disponibilidad/disponibilidad_real_recurso,kW,horaria,America/Bogota; confirmar contra respuesta XM
disponibilidad_real_recurso__2023-11-27__2023-12-26__b005,disponibilidad_real_recurso,DispoReal,Recurso,HourlyEntities,https://servapibi.xm.com.co/hourly,2023-11-27,2023-12-26,"[""SMI1"", ""SNCR"", ""SNFR"", ""SOG1"", ""TBQ3"", ""TBQ4"", ""TBST"", ""TCBE"", ""TCDT"", ""TDR1""]",10,data/raw/xm/disponibilidad/disponibilidad_real_recurso,kW,horaria,America/Bogota; confirmar contra respuesta XM
disponibilidad_real_recurso__2023-11-27__2023-12-26__b006,disponibilidad_real_recurso,DispoReal,Recurso,HourlyEntities,https://servapibi.xm.com.co/hourly,2023-11-27,2023-12-26,"[""TEC1"", ""TFL1"", ""TFL4"", ""TGJ1"", ""TGJ2"", ""TRM1"", ""TRN1"", ""TSJ1"", ""TSJ2"", ""TSR1""]",10,data/raw/xm/disponibilidad/disponibilidad_real_recurso,kW,horaria,America/Bogota; confirmar contra respuesta XM
disponibilidad_real_recurso__2023-11-27__2023-12-26__b007,disponibilidad_real_recurso,DispoReal,Recurso,HourlyEntities,https://servapibi.xm.com.co/hourly,2023-11-27,2023-12-26,"[""TUJ1"", ""TVL1"", ""TYP1"", ""TYP2"", ""TYP3"", ""TYP4"", ""TYP5"", ""URA1"", ""ZPA2"", ""ZPA3""]",10,data/raw/xm/disponibilidad/disponibilidad_real_recurso,kW,horaria,America/Bogota; confirmar contra respuesta XM
disponibilidad_real_recurso__2023-11-27__2023-12-26__b008,disponibilidad_real_recurso,DispoReal,Recurso,HourlyEntities,https://servapibi.xm.com.co/hourly,2023-11-27,2023-12-26,"[""ZPA4"", ""ZPA5""]",2,data/raw/xm/disponibilidad/disponibilidad_real_recurso,kW,horaria,America/Bogota; confirmar contra respuesta XM
disponibilidad_real_recurso__2023-12-27__2024-01-25__b001,disponibilidad_real_recurso,DispoReal,Recurso,HourlyEntities,https://servapibi.xm.com.co/hourly,2023-12-27,2024-01-25,"[""2QEK"", ""3ENA"", ""4YCN"", ""5QT6"", ""ALBG"", ""CHBG"", ""CHVR"", ""CLL1"", ""CLMG"", ""CTG1""]",10,data/raw/xm/disponibilidad/disponibilidad_real_recurso,kW,horaria,America/Bogota; confirmar contra respuesta XM
disponibilidad_real_recurso__2023-12-27__2024-01-25__b002,disponibilidad_real_recurso,DispoReal,Recurso,HourlyEntities,https://servapibi.xm.com.co/hourly,2023-12-27,2024-01-25,"[""CTG2"", ""CTG3"", ""CUC1"", ""DVS1"", ""ESMR"", ""GE32"", ""GEC3"", ""GTPE"", ""GTRG"", ""GVIO""]",10,data/raw/xm/disponibilidad/disponibilidad_real_recurso,kW,horaria,America/Bogota; confirmar contra respuesta XM
disponibilidad_real_recurso__2023-12-27__2024-01-25__b003,disponibilidad_real_recurso,DispoReal,Recurso,HourlyEntities,https://servapibi.xm.com.co/hourly,2023-12-27,2024-01-25,"[""HMIN"", ""HMLG"", ""JAGS"", ""LTSJ"", ""MOY1"", ""MRL1"", ""PES1"", ""PGUG"", ""PLYS"", ""PPA1""]",10,data/raw/xm/disponibilidad/disponibilidad_real_recurso,kW,horaria,America/Bogota; confirmar contra respuesta XM
disponibilidad_real_recurso__2023-12-27__2024-01-25__b004,disponibilidad_real_recurso,DispoReal,Recurso,HourlyEntities,https://servapibi.xm.com.co/hourly,2023-12-27,2024-01-25,"[""PPA2"", ""PPA3"", ""PPA4"", ""PRC2"", ""PRC3"", ""PRDO"", ""PRG1"", ""PRG2"", ""QUI1"", ""SLVJ""]",10,data/raw/xm/disponibilidad/disponibilidad_real_recurso,kW,horaria,America/Bogota; confirmar contra respuesta XM
disponibilidad_real_recurso__2023-12-27__2024-01-25__b005,disponibilidad_real_recurso,DispoReal,Recurso,HourlyEntities,https://servapibi.xm.com.co/hourly,2023-12-27,2024-01-25,"[""SMI1"", ""SNCR"", ""SNFR"", ""SOG1"", ""TBQ3"", ""TBQ4"", ""TBST"", ""TCBE"", ""TCDT"", ""TDR1""]",10,data/raw/xm/disponibilidad/disponibilidad_real_recurso,kW,horaria,America/Bogota; confirmar contra respuesta XM
disponibilidad_real_recurso__2023-12-27__2024-01-25__b006,disponibilidad_real_recurso,DispoReal,Recurso,HourlyEntities,https://servapibi.xm.com.co/hourly,2023-12-27,2024-01-25,"[""TEC1"", ""TFL1"", ""TFL4"", ""TGJ1"", ""TGJ2"", ""TRM1"", ""TRN1"", ""TSJ1"", ""TSJ2"", ""TSR1""]",10,data/raw/xm/disponibilidad/disponibilidad_real_recurso,kW,horaria,America/Bogota; confirmar contra respuesta XM
disponibilidad_real_recurso__2023-12-27__2024-01-25__b007,disponibilidad_real_recurso,DispoReal,Recurso,HourlyEntities,https://servapibi.xm.com.co/hourly,2023-12-27,2024-01-25,"[""TUJ1"", ""TVL1"", ""TYP1"", ""TYP2"", ""TYP3"", ""TYP4"", ""TYP5"", ""URA1"", ""ZPA2"", ""ZPA3""]",10,data/raw/xm/disponibilidad/disponibilidad_real_recurso,kW,horaria,America/Bogota; confirmar contra respuesta XM
disponibilidad_real_recurso__2023-12-27__2024-01-25__b008,disponibilidad_real_recurso,DispoReal,Recurso,HourlyEntities,https://servapibi.xm.com.co/hourly,2023-12-27,2024-01-25,"[""ZPA4"", ""ZPA5""]",2,data/raw/xm/disponibilidad/disponibilidad_real_recurso,kW,horaria,America/Bogota; confirmar contra respuesta XM
disponibilidad_real_recurso__2024-01-26__2024-02-24__b001,disponibilidad_real_recurso,DispoReal,Recurso,HourlyEntities,https://servapibi.xm.com.co/hourly,2024-01-26,2024-02-24,"[""2QEK"", ""3ENA"", ""4YCN"", ""5QT6"", ""ALBG"", ""CHBG"", ""CHVR"", ""CLL1"", ""CLMG"", ""CTG1""]",10,data/raw/xm/disponibilidad/disponibilidad_real_recurso,kW,horaria,America/Bogota; confirmar contra respuesta XM
disponibilidad_real_recurso__2024-01-26__2024-02-24__b002,disponibilidad_real_recurso,DispoReal,Recurso,HourlyEntities,https://servapibi.xm.com.co/hourly,2024-01-26,2024-02-24,"[""CTG2"", ""CTG3"", ""CUC1"", ""DVS1"", ""ESMR"", ""GE32"", ""GEC3"", ""GTPE"", ""GTRG"", ""GVIO""]",10,data/raw/xm/disponibilidad/disponibilidad_real_recurso,kW,horaria,America/Bogota; confirmar contra respuesta XM
